uniprot	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes	percent_disorder_1	ar_disorder	region_1_mean_plddt	region_2_mean_plddt	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	sasa	pdb
Q06124	3-104	247-517	0.926	90.19607843	94.09594096	0.829	0.863			Homo sapiens	['2020-08-21']		0	structured	91.967	94.025	2.894	6.718	3.725	22081.12	7jvn
Q07343	166-281	330-649	1.079	72.4137931	97.5	0.899	1.481			Homo sapiens	['2014-11-19']		53.448	disordered	77.355	96.541	12.229	16.562	2.707	22496.68	4wzi
Q07343	166-281	330-649	1.155	65.51724138	98.4375	0.836	1.866			Homo sapiens	['2014-11-21']		53.448	disordered	77.355	96.541	12.229	16.562	2.707	21559.83	4x0f
Q07889	1-198	198-565	2.442	88.88888889	96.19565217	1.697	2.059	Closed	Autoinhibited	Homo sapiens	['2009-11-24']		18.687	structured	77.465	87.083	8.17	17.747	6.7	55634.64	3ksy
Q08209	467-491	1-348	2.352	72	96.26436782	0.997	2.392			Homo sapiens	['1997-08-27']		100	disordered	76.75	95.315	7.118	10.288	3.496	18314.57	1aui
Q09472	1520-1581	1287-1663	28.923	100	83.55437666	17.946	44.241		Active	Homo sapiens	['2017-07-12']		91.935	disordered	45.783	93.835	15.812	21.954	8.223	37435.27	5xzc
Q13131	313-392	27-279	2.483	83.75	99.20948617	1.295	4.655			Homo sapiens	['2014-09-23']		0	structured	70.134	92.302	14.864	23.178	3.408	30300.27	4rer
Q13490	453-543	571-606	2.844	98.9010989	100	0.76	0.936	Closed	Autoinhibited	Homo sapiens	['2011-07-28']		0	structured	94.241	90.191	2.847	9.313	1.982	14171.61	3t6p
Q13554	283-292	14-272	1.705	100	98.45559846	1.737	0.742			Homo sapiens	['2007-11-28']		0	structured	90.592	94.603	1.13	4.288	3.28	13392.29	3bhh
Q13555	283-292	14-272	1.637	100	99.22779923	1.367	0.784	Closed	Autoinhibited	Homo sapiens	['2007-07-31']		0	structured	91.012	94.461	1.13	4.277	3.329	14001.82	2v7o
Q13557	283-292	14-272	1.87	100	98.84169884	1.886	1.033			Homo sapiens	['2017-04-25']		0	structured	92.019	94.579	1.13	4.283	3.328	14398.59	5vlo
Q13557	283-292	14-272	1.901	100	100	1.905	1.15			Homo sapiens	['2017-09-08']		0	structured	92.019	94.579	1.13	4.283	3.328	14577.58	6ayw
Q13557	283-292	14-272	1.907	100	100	1.138	1.012			Homo sapiens	['2008-01-31']		0	structured	92.019	94.579	1.13	4.283	3.328	14374.54	2vn9
Q14012	286-300	20-276	2.734	93.33333333	96.88715953	2.78	0.947	Closed	Active	Homo sapiens	['2012-06-04']		0	structured	87.366	87.546	3.542	8.314	5.706	13104.67	4fgb
Q14012	286-300	20-276	1.319	93.33333333	89.49416342	1.28	1.214			Homo sapiens	['2012-06-04']		0	structured	87.366	87.546	3.542	8.314	5.706	13430.17	4fg8
Q14012	286-300	20-276	3.078	100	89.49416342	1.367	2.711			Homo sapiens	['2012-06-04']		0	structured	87.366	87.546	3.542	8.314	5.706	14415.2	4fg9
Q14674	711-723,955-974,1393-1400	667-1706,1707-2120	5.868	75.6097561	75.99724897	4.668	5.274			Homo sapiens	['2021-02-14']		19.512	structured	59.919	73.245	15.58	21.201	14.219	54226.65	7nj0
Q16566	305-321	46-300	1.569	100	89.80392157	1.574	1.198	Closed	Active	HOMO SAPIENS	['2008-11-28']		0	structured	93.901	88.587	1.969	4.998	5.647	14517.19	2w4o
Q16644	307-343	44-304	2.13	100	83.14176245	0.994	1.039	Closed	Autoinhibited	Homo sapiens	['2008-12-10']		45.946	structured	88.672	86.984	3.673	6.272	7.198	13573.96	3fhr
Q16644	307-343	44-304	2.151	100	82.37547893	1.028	0.991	Closed	Autoinhibited	Homo sapiens	['2009-01-21']		45.946	structured	88.672	86.984	3.673	6.272	7.198	13832.9	3fxw
Q16644	307-343	44-304	1.925	100	83.90804598	1.036	1.435	Closed	Autoinhibited	Homo sapiens	['2011-03-11']		45.946	structured	88.672	86.984	3.673	6.272	7.198	14147.93	3r1n
Q16644	307-343	44-304	1.925	100	82.37547893	1.045	1.157	Closed	Autoinhibited	Homo sapiens	['2011-06-16']		45.946	structured	88.672	86.984	3.673	6.272	7.198	13722.24	3she
Q16644	307-343	44-304	2.117	100	83.14176245	0.962	0.941	Closed	Autoinhibited	Homo sapiens	['2021-03-03']		45.946	structured	88.672	86.984	3.673	6.272	7.198	13606.72	7nrb
Q3KK31	170-390	399-648	1.582	77.37556561	97.2	1.242	2.152			Pseudomonas fluorescens	['2010-11-10']		0	structured	88.936	91.382	6.711	7.64	4.38	19279.13	3pjw
Q3KK31	170-390	399-648	1.031	77.37556561	97.2	1.081	1.13			Pseudomonas fluorescens	['2010-11-10']		0	structured	88.936	91.382	6.711	7.64	4.38	19094.53	3pjx
Q3UH93	1294-1403,1527-1698	1404-1526,1699-1925	3.317	62.05673759	97.42857143	2.872	1.986			Mus musculus	['2017-03-17']		0	structured	72.383	86.073	13.988	16.3	6.48	26124.79	5v6t
Q3UP24	356-463,578-1020	95-298	17.981	95.28130672	100	2.096	63.698			Mus musculus	['2017-09-29']		0	structured	84.007	85.092	14.004	19.872	4.951	45490.6	6b5b
Q58719	290-330	1-289	10.69	100	100	1.302	14.063	Open	Active	Methanocaldococcus jannaschii	['2011-02-18']		0	structured	76.066	96.56	13.368	20.092	3.023	20957.71	3av0
Q58719	290-330	1-289	9.649	65.85365854	100	1.598	12.374			Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	['2015-09-10']		0	structured	76.066	96.56	13.368	20.092	3.023	19741.13	5dny
Q58719	290-330	1-289	9.658	65.85365854	100	1.596	12.391			Methanocaldococcus jannaschii DSM 2661	['2015-12-03']		0	structured	76.066	96.56	13.368	20.092	3.023	19773.44	5f3w
Q5EGY4	8-131	138-198	1.299	100	90.16393443	1.458	1.334	Closed	Autoinhibited	Rattus norvegicus	['2009-12-07']		0	structured	95.54	80.553	2.778	5.926	9.338	10707.72	3kyq
Q5Y4Y6	240-464	1-239	3.835	88	85.35564854	2.875	5.555	Closed	Autoinhibited	Mus musculus	['2016-05-14']		0	structured	78.93	75.295	10.654	13.861	11.647	21725.27	5b5r
Q63450	285-316	20-276	2.489	100	89.10505837	2.359	3.587	Closed	Autoinhibited	Rattus norvegicus	['1997-12-09']		0	structured	71.197	87.603	10.756	15.519	6.028	13928.43	1a06
Q6GQQ9	187-193	194-365	7.022	100	87.20930233	2.561	1.809	Closed	Active	Homo sapiens	['2016-08-22']		0	structured	89.556	89.481	1.796	5.806	5.724	13900.8	5lrv
Q6GQQ9	187-193	194-365	5.881	100	85.46511628	1.853	3.963	Open	Autoinhibited	Homo sapiens	['2016-08-22']		0	structured	89.556	89.481	1.796	5.806	5.724	13855.25	5lru
Q6PHZ2	283-292	14-272	2.182	100	100	2.224	0.94			Mus musculus	['2017-10-12']		0	structured	92.273	94.617	1.09	4.031	3.25	14502.61	6bab
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	4.585	71.81818182	97.68786127	1.793	4.223			Homo sapiens	['2020-04-27']		5.909	structured	88.993	95.934	10.862	10.622	4.462	29970.82	6wpk
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.613	98.18181818	100	1.368	4.519			Homo sapiens	['2020-06-18']		5.909	structured	88.993	95.934	10.862	10.622	4.462	30863.59	6zfx
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.92	98.18181818	100	0.943	3.273			Homo sapiens	['2020-10-13']		5.909	structured	88.993	95.934	10.862	10.622	4.462	31363.37	7anw
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.826	90.45454545	100	1.07	3.051			Homo sapiens	['2020-07-24']		5.909	structured	88.993	95.934	10.862	10.622	4.462	32212.65	7cm5
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.709	90.90909091	100	1.016	2.948			Homo sapiens	['2020-07-25']		5.909	structured	88.993	95.934	10.862	10.622	4.462	32638.37	7cm6
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.874	94.54545455	100	1.012	3.516			Homo sapiens	['2020-07-25']		5.909	structured	88.993	95.934	10.862	10.622	4.462	32812.87	7cm7
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.544	99.09090909	100	1.294	4.285			Homo sapiens	['2020-11-21']		5.909	structured	88.993	95.934	10.862	10.622	4.462	35271.96	7djt
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	22.242	91.81818182	100	2.528	52.996			Homo sapiens	['2020-11-05']		5.909	structured	88.993	95.934	10.862	10.622	4.462	28682.96	7knq
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.445	81.81818182	100	1.571	3.437			Homo sapiens	['2021-01-12']		5.909	structured	88.993	95.934	10.862	10.622	4.462	32196.37	7ld0
Q6SZW1	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.097	94.54545455	100	1.148	3.464			Homo sapiens	['2021-12-07']		5.909	structured	88.993	95.934	10.862	10.622	4.462	31896.39	7qg0
Q83RJ4	58-260	279-571	3.201	94.08866995	80.54607509	1.874	7.121	Open	Autoinhibited	Shigella flexneri 2a	['2008-04-19']		0	structured	91.681	85.348	4.391	15.245	8.309	23773.04	3cvr
Q86VW2	348-472	155-347	1.555	88	100	1.527	1.49			Homo sapiens	['2007-10-04']		0	structured	85.066	93.847	6.583	11.467	3.515	19853.94	2rgn
Q86WJ1	704-897	351-513	24.842	82.98969072	85.27607362	6.41	25.112			Homo sapiens	['2021-04-27']		33.505	structured	74.103	78.957	11.183	25.989	7.372	43235.7	7epu
Q8IU85	279-319	23-278	2.887	85.36585366	90.234375	1.782	5.663			HOMO SAPIENS	['2006-12-19']		0	structured	74.653	87.503	10.385	13.371	5.86	15335.62	2jc6
Q8IU85	279-319	23-278	6.048	65.85365854	94.140625	1.514	4.391			Homo sapiens	['2019-10-18']		0	structured	74.653	87.503	10.385	13.371	5.86	15147.19	6t6f
Q8IXJ6	320-352	65-319	2.278	100	97.64705882	2.385	0.942	Closed	Active	Homo sapiens	['2014-10-21']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14853.62	4rmg
Q8IXJ6	320-352	65-319	2.263	100	96.47058824	2.297	0.923	Closed	Active	Homo sapiens	['2014-10-21']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14803.88	4rmh
Q8IXJ6	320-352	65-319	1.642	100	91.37254902	1.631	0.959	Closed	Active	Homo sapiens	['2014-10-21']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14394.13	4rmi
Q8IXJ6	320-352	65-319	1.269	100	97.64705882	1.309	0.878	Closed	Active	Homo sapiens	['2014-12-01']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14988.71	4x3o
Q8IXJ6	320-352	65-319	1.378	100	97.25490196	1.428	0.873	Closed	Active	Homo sapiens	['2014-12-01']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15053.92	4x3p
Q8IXJ6	320-352	65-319	2.44	100	98.82352941	2.562	0.903	Closed	Active	Homo sapiens	['2015-09-24']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15109.76	5dy4
Q8IXJ6	320-352	65-319	2.304	100	98.43137255	2.42	0.982	Closed	Active	Homo sapiens	['2015-09-24']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15049.53	5dy5
Q8IXJ6	320-352	65-319	1.937	100	96.07843137	1.909	0.879	Closed	Active	Homo sapiens	['2017-11-07']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14967.11	5yql
Q8IXJ6	320-352	65-319	1.852	100	95.68627451	1.799	0.856	Closed	Active	Homo sapiens	['2017-11-07']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15062.03	5yqm
Q8IXJ6	320-352	65-319	1.737	100	92.94117647	1.634	0.894	Closed	Active	Homo sapiens	['2017-11-07']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14561.46	5yqn
Q8IXJ6	320-352	65-319	1.704	100	92.94117647	1.602	0.879	Closed	Active	Homo sapiens	['2017-11-07']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14607.67	5yqo
Q8IXJ6	320-352	65-319	1.996	100	94.50980392	2.112	0.84	Closed	Active	Homo sapiens	['2019-10-28']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14776.5	6l65
Q8IXJ6	320-352	65-319	1.392	100	97.25490196	1.43	0.867	Closed	Active	Homo sapiens	['2019-10-28']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14949.85	6l66
Q8IXJ6	320-352	65-319	1.324	100	97.25490196	1.383	0.825	Closed	Active	Homo sapiens	['2019-10-30']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14835.98	6l71
Q8IXJ6	320-352	65-319	1.391	100	97.64705882	1.417	0.846	Closed	Active	Homo sapiens	['2019-10-30']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14447.88	6l72
Q8IXJ6	320-352	65-319	10.918	100	100	3.188	1.575			Homo sapiens	['2001-05-21']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15883.23	1j8f
Q8IXJ6	320-352	65-319	4.034	100	99.60784314	3.192	1.661			HOMO SAPIENS	['2012-12-18']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	17027.4	3zgo
Q8IXJ6	320-352	65-319	2.638	100	99.21568627	2.683	1.74			HOMO SAPIENS	['2012-12-19']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14877.7	3zgv
Q8IXJ6	320-352	65-319	2.809	100	98.03921569	2.993	1.263			Homo sapiens	['2013-06-06']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14418.61	4l3o
Q8IXJ6	320-352	65-319	1.719	100	94.11764706	1.802	1.251			Homo sapiens	['2014-09-02']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	13957.04	4r8m
Q8IXJ6	320-352	65-319	2.623	100	100	2.651	1.574			Homo sapiens	['2014-10-21']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14554.95	4rmj
Q8IXJ6	320-352	65-319	2.537	100	100	2.582	1.661			Homo sapiens	['2015-08-14']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14716.95	5d7o
Q8IXJ6	320-352	65-319	2.7	100	100	2.739	1.936			Homo sapiens	['2015-08-14']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15032.94	5d7p
Q8IXJ6	320-352	65-319	2.684	100	100	2.714	1.685			Homo sapiens	['2015-08-14']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14939.15	5d7q
Q8IXJ6	320-352	65-319	2.005	100	92.54901961	2.113	0.982			HOMO SAPIENS	['2016-03-09']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14074.7	5fyq
Q8IXJ6	320-352	65-319	1.51	100	94.90196078	1.472	1.409			HOMO SAPIENS	['2016-05-09']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14202.25	5g4c
Q8IXJ6	320-352	65-319	2.749	100	100	2.754	1.869			Homo sapiens	['2016-11-04']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15127.94	5mar
Q8IXJ6	320-352	65-319	2.383	100	99.21568627	2.539	0.963			Homo sapiens	['2016-11-04']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14769.7	5mat
Q8IXJ6	320-352	65-319	1.325	100	95.68627451	1.32	0.884			Homo sapiens	['2019-01-22']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	14199.49	6nr0
Q8IXJ6	320-352	65-319	2.637	100	100	2.659	1.828			Homo sapiens	['2018-12-29']		66.667	disordered	97.835	91.765	1.32	3.029	4.895	15186.35	6qcn
Q8NB16	133-150	1-124	3.879	100	99.19354839	2.973	3.511	Closed	Autoinhibited	Homo sapiens	['2014-08-07']		0	structured	84.066	80.347	1.966	6.244	6.529	9037.71	2msv
Q8NB16	133-150	1-124	3.946	100	100	3.048	3.711	Closed	Autoinhibited	Homo sapiens	['2018-04-24']		0	structured	84.066	80.347	1.966	6.244	6.529	9408.97	6d74
Q8NB16	133-150	1-124	2.355	100	99.19354839	1.977	1.968	Closed	Autoinhibited	Homo sapiens	['2019-11-07']		0	structured	84.066	80.347	1.966	6.244	6.529	8455.69	6ux8
Q8NB16	133-150	1-124	3.438	100	99.19354839	2.986	3.876	Closed	Autoinhibited	Homo sapiens	['2020-06-30']		0	structured	84.066	80.347	1.966	6.244	6.529	10163.61	6zle
Q8NB16	133-150	1-124	3.833	100	99.19354839	3.461	3.986	Closed	Autoinhibited	Homo sapiens	['2020-07-09']		0	structured	84.066	80.347	1.966	6.244	6.529	10461.77	6zpr
Q8NB16	133-150	1-124	3.668	100	99.19354839	2.963	2.734	Closed	Autoinhibited	Homo sapiens	['2021-02-23']		0	structured	84.066	80.347	1.966	6.244	6.529	10114.97	7nm2
Q8NB16	133-150	1-124	3.385	100	99.19354839	3.086	3.397	Closed	Autoinhibited	Homo sapiens	['2021-02-23']		0	structured	84.066	80.347	1.966	6.244	6.529	10264.36	7nm4
Q8NB16	133-150	1-124	3.182	100	99.19354839	2.817	3.31	Closed	Autoinhibited	Homo sapiens	['2021-02-23']		0	structured	84.066	80.347	1.966	6.244	6.529	9572.89	7nm5
Q8NB16	133-150	1-124	2.364	94.44444444	96.77419355	2.137	1.655			Homo sapiens	['2020-07-27']		0	structured	84.066	80.347	1.966	6.244	6.529	8799.67	6zvo
Q8NB16	133-150	1-124	2.016	100	96.77419355	1.998	1.529			Homo sapiens	['2020-08-03']		0	structured	84.066	80.347	1.966	6.244	6.529	8749.67	6zz1
Q8NI60	276-279	329-518	2.99	100	96.84210526	2.299	2.189	Closed	Autoinhibited	Homo sapiens	['2014-04-22']		0	structured	74.792	88.826	0.875	8.263	4.761	18410.53	4ped
Q8NI60	276-279	329-518	2.731	100	96.84210526	2.231	1.889	Closed	Autoinhibited	Homo sapiens	['2016-02-09']		0	structured	74.792	88.826	0.875	8.263	4.761	19867.89	5i35
Q8NI60	276-279	329-518	2.226	100	98.94736842	1.639	1.366			Homo sapiens	['2022-03-20']		0	structured	74.792	88.826	0.875	8.263	4.761	17843.13	7udp
Q8NI60	276-279	329-518	2.636	100	97.89473684	1.99	0.956			Homo sapiens	['2022-03-20']		0	structured	74.792	88.826	0.875	8.263	4.761	17934.64	7udq
Q8NQJ3	1-40	68-117	15.371	97.5	100	2.552	29.829	Closed	Autoinhibited	Corynebacterium glutamicum	['2008-11-20']		100	disordered	48.829	91.645	18.126	27.956	3.333	8465.1	2kb3
Q8NQJ3	1-40	68-117	30.77	100	100	2.45	61.982	Open	Active	Corynebacterium glutamicum	['2008-11-20']		100	disordered	48.829	91.645	18.126	27.956	3.333	10546.18	2kb4
Q8R4B8	741-990	216-532	13.46	100	98.42271293	8.273	45.842			Mus musculus	['2021-01-17']		0	structured	96.165	81.937	3.343	16.25	8.862	40312.33	7lfh
Q8R4B8	741-990	216-532	13.366	100	94.00630915	6.638	47.24			Mus musculus	['2021-10-30']		0	structured	96.165	81.937	3.343	16.25	8.862	36477.31	7vtq
Q8RT31	201-354	1-190	1.401	94.80519481	99.47368421	1.127	1.762	Closed	Autoinhibited	LEGIONELLA PNEUMOPHILA	['2013-09-24']		16.883	structured	95.653	97.35	2.986	4.753	2.539	17599	4c7p
Q8RT31	201-354	1-190	1.505	99.35064935	99.47368421	0.995	2.147			Legionella pneumophila	['2004-10-20']		16.883	structured	95.653	97.35	2.986	4.753	2.539	17488.25	1xsz
Q91VS8	728-745,755-1026	536-727	1.234	81.03448276	98.95833333	1.156	1.411			Mus musculus	['2012-09-06']		1.379	structured	83.309	93.772	6.04	6.52	3.829	20749.24	4gzu
Q95PM0	96-113	126-342	1.546	100	99.07834101	0.798	4.33		Autoinhibited	Trypanosoma brucei rhodesiense	['2020-11-05']		0	structured	91.251	96.169	2.105	4.44	2.535	13799.95	7avm
Q96BN8	330-340	129-341	1.666	100	94.83568075	1.662	1.208	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-18']		0	structured	95.139	96.059	1.19	3.067	2.911	12810.57	3znv
Q96BN8	330-340	129-341	1.06	90.90909091	91.07981221	0.88	1.59	Closed	Active	HOMO SAPIENS	['2013-02-18']		0	structured	95.139	96.059	1.19	3.067	2.911	12498.15	3znx
Q96BN8	330-340	129-341	2.695	100	90.61032864	1.302	2.397	Closed	Active	HOMO SAPIENS	['2013-02-18']		0	structured	95.139	96.059	1.19	3.067	2.911	13064.41	3znz
Q96BN8	330-340	129-341	1.224	100	88.2629108	0.882	1.104	Closed	Autoinhibited	Homo sapiens	['2013-05-17']		0	structured	95.139	96.059	1.19	3.067	2.911	12914.75	4ksj
Q96BN8	330-340	129-341	2.113	100	91.54929577	1.281	2.383	Closed	Active	Homo sapiens	['2017-07-07']		0	structured	95.139	96.059	1.19	3.067	2.911	12604.84	5oe7
Q96BN8	330-340	129-341	1.236	100	90.61032864	1.132	1.472	Closed	Active	Homo sapiens	['2018-11-22']		0	structured	95.139	96.059	1.19	3.067	2.911	12652.29	6i9c
Q96BN8	330-340	129-341	1.216	100	90.14084507	0.932	1.165			Homo sapiens	['2013-05-17']		0	structured	95.139	96.059	1.19	3.067	2.911	12665.83	4ksk
Q96BN8	330-340	129-341	2.087	100	91.07981221	1.657	2.432			Homo sapiens	['2013-05-17']		0	structured	95.139	96.059	1.19	3.067	2.911	13739.97	4ksl
Q96BN8	330-340	129-341	1.24	100	94.36619718	0.934	1.802			Homo sapiens	['2019-07-17']		0	structured	95.139	96.059	1.19	3.067	2.911	13395.28	6sak
Q96FI4	244-245	220-280	1.587	100	95.08196721	0.761	0.506	Closed	Active	Homo sapiens	['2004-05-22']		0	structured	65.025	89.888	0.5	11.377	4.619	14950.23	1tdh
Q96FI4	244-245	220-280	1.423	100	96.72131148	0.788	0.404	Closed	Active	Homo sapiens	['2013-11-27']		0	structured	65.025	89.888	0.5	11.377	4.619	14115.8	4nrv
Q96FI4	244-245	220-280	1.737	100	95.08196721	0.86	0.634	Closed	Active	Homo sapiens	['2016-03-17']		0	structured	65.025	89.888	0.5	11.377	4.619	14793.51	5itq
Q96FI4	244-245	220-280	1.908	100	90.16393443	3.573	11.562			Homo sapiens	['2016-03-17']		0	structured	65.025	89.888	0.5	11.377	4.619	12777.61	5itr
Q96FI4	244-245	220-280	1.885	100	91.80327869	3.515	11.641			Homo sapiens	['2016-03-17']		0	structured	65.025	89.888	0.5	11.377	4.619	12848.76	5itt
Q96FI4	244-245	220-280	1.908	100	91.80327869	3.614	11.502			Homo sapiens	['2016-03-17']		0	structured	65.025	89.888	0.5	11.377	4.619	13102.99	5itu
Q96FI4	244-245	220-280	1.304	100	91.80327869	1.999	2.83			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13330.31	6lwd
Q96FI4	244-245	220-280	1.508	100	88.52459016	2.54	3.125			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13281.02	6lwf
Q96FI4	244-245	220-280	1.324	100	90.16393443	2.053	2.806			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13161.33	6lwg
Q96FI4	244-245	220-280	1.723	100	90.16393443	3.213	11.714			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13019.14	6lwi
Q96FI4	244-245	220-280	1.734	100	91.80327869	3.223	11.78			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	12980.92	6lwk
Q96FI4	244-245	220-280	1.702	100	91.80327869	3.156	11.74			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13026	6lwl
Q96FI4	244-245	220-280	1.257	100	90.16393443	1.967	2.614			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13079.81	6lwn
Q96FI4	244-245	220-280	1.664	100	91.80327869	3.112	11.581			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13060.54	6lwq
Q96FI4	244-245	220-280	1.524	100	93.44262295	2.605	3.071			Homo sapiens	['2020-02-07']		0	structured	65.025	89.888	0.5	11.377	4.619	13118.54	6lwr
Q96NX5	277-317	23-276	4.42	63.41463415	97.63779528	4.616	2.45			Homo sapiens	['2006-11-29']		0	structured	73.6	86.566	9.57	12.935	6.22	14840.89	2jam
Q96P20	740-991	220-536	20.993	100	98.42271293	15.766	77.935	Open	Autoinhibited	Homo sapiens	['2019-01-18']		0	structured	95.557	82.746	3.411	17.158	9.735	40814.97	6npy
Q96P20	740-991	220-536	37.197	100	100	16.214	80.408			Homo sapiens	['2021-10-12']		0	structured	95.557	82.746	3.411	17.158	9.735	52264.46	7pzc
Q96P20	740-991	220-536	22.263	100	94.63722397	14.386	80.422			Homo sapiens	['2021-10-30']		0	structured	95.557	82.746	3.411	17.158	9.735	36232.94	7vtp
Q96P20	740-991	220-536	21.005	100	98.42271293	15.636	78.651			Homo sapiens	['2022-04-04']		0	structured	95.557	82.746	3.411	17.158	9.735	36187.99	7zgu
Q96P20	740-991	220-536	4.759	100	100	1.857	6.447			Homo sapiens	['2022-09-16']		0	structured	95.557	82.746	3.411	17.158	9.735	38807.43	8ej4
Q96RD7	412-426	1-287	11.566	86.66666667	87.80487805	11.36	27.251			Homo sapiens	['2020-02-19']		100	disordered	39.231	81.047	6.98	30.52	12.022	20146.64	6m02
Q96RU8	355-360	1-338	4.846	66.66666667	71.00591716	4.89	4.904			Homo sapiens	['2015-07-07']		66.667	disordered	52.333	78.436	2.389	28.301	13.925	13290.07	5cem
Q9BYP7	440-463	147-405	10.005	100	100	2.379	23.154	Closed		Homo sapiens	['2017-05-19']		0	structured	88.211	87.468	3.55	16.922	5.622	19269.42	5o2c
Q9BZ95	1145-1258	1258-1273	1.26	100	75	3.812	0.957			Homo sapiens	['2017-02-02']		0	structured	92.853	70.079	2.923	4.931	6.109	12305.51	5upd
Q9BZ95	1145-1258	1258-1273	3.089	100	81.25	3.384	1.816		Active	Homo sapiens	['2018-02-12']		0	structured	92.853	70.079	2.923	4.931	6.109	14244.88	6cen
Q9C000	809-973	328-637	7.679	100	100	2.588	19.991			Homo sapiens	['2021-12-28']		0	structured	91.53	84.691	3.343	12.756	6.705	33564.56	7wge
Q9D8T2	279-469	1-273	8.014	95.28795812	66.3003663	10.619	10.729			Mus musculus	['2018-12-03']		0	structured	84.175	70.499	5.805	14.24	15.333	19940.3	6n9n
Q9H7B4	280-428	4-240	0.756	93.2885906	97.0464135	0.783	0.721	Closed	Active	Homo sapiens	['2010-03-31']		0	structured	97.156	97.62	2.434	3.684	2.491	20935.03	3mek
Q9H7B4	280-428	4-240	1.408	98.65771812	99.15611814	1.121	1.92	Closed	Active	Homo sapiens	['2010-09-21']		0	structured	97.156	97.62	2.434	3.684	2.491	20766.16	3oxg
Q9H7B4	280-428	4-240	1.593	98.65771812	99.15611814	1.329	1.972	Closed	Active	Homo sapiens	['2010-09-21']		0	structured	97.156	97.62	2.434	3.684	2.491	21252.38	3oxl
Q9H7B4	280-428	4-240	0.786	99.32885906	99.15611814	0.809	0.75	Closed	Active	Homo sapiens	['2010-10-23']		0	structured	97.156	97.62	2.434	3.684	2.491	20857.63	3pdn
Q9H7B4	280-428	4-240	0.769	99.32885906	99.15611814	0.754	0.812	Closed	Active	Homo sapiens	['2011-02-28']		0	structured	97.156	97.62	2.434	3.684	2.491	19985.66	3qwp
