uniprot	region_1	region_2	conformation	state	cluster	cf_filename
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	097	P12931_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	171	P12931_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	065	P12931_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	086	P12931_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	007	P12931_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	061	P12931_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	131	P12931_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U10-004	P12931_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	052	P12931_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	164	P12931_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	106	P12931_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	012	P12931_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	082	P12931_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	146	P12931_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	157	P12931_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	025	P12931_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U100-004	P12931_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	162	P12931_162_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	144	P12931_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U100-002	P12931_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	118	P12931_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	173	P12931_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	095	P12931_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	158	P12931_158_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	063	P12931_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	032	P12931_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	140	P12931_140_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	010	P12931_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	076	P12931_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	023	P12931_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	045	P12931_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	019	P12931_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	151	P12931_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	001	P12931_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	008	P12931_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	137	P12931_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	072	P12931_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	014	P12931_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	059	P12931_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	005	P12931_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	133	P12931_133_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	091	P12931_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	027	P12931_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	115	P12931_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	111	P12931_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U10-006	P12931_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	080	P12931_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	100	P12931_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	126	P12931_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	149	P12931_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	036	P12931_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	166	P12931_166_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	104	P12931_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	098	P12931_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	155	P12931_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	048	P12931_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U10-002	P12931_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	089	P12931_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	084	P12931_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	109	P12931_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	054	P12931_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	050	P12931_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	122	P12931_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U100-006	P12931_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	041	P12931_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	067	P12931_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	040	P12931_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	154	P12931_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	099	P12931_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	108	P12931_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	101	P12931_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	015	P12931_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	105	P12931_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	127	P12931_127_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	033	P12931_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	051	P12931_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U100-007	P12931_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	000	P12931_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	004	P12931_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	049	P12931_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	163	P12931_163_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	141	P12931_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	088	P12931_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	026	P12931_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	172	P12931_172_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	132	P12931_132_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	090	P12931_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	062	P12931_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	085	P12931_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U10-003	P12931_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	145	P12931_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	037	P12931_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	150	P12931_150_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	022	P12931_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	066	P12931_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	094	P12931_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	119	P12931_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	167	P12931_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	081	P12931_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	073	P12931_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	055	P12931_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	011	P12931_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	159	P12931_159_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	044	P12931_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	114	P12931_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U100-003	P12931_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	123	P12931_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	U10-007	P12931_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	018	P12931_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	009	P12931_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	136	P12931_136_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	110	P12931_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	148	P12931_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	058	P12931_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P12931	249-269,151-248	84-145,524-536	Closed	Autoinhibited	077	P12931_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-004	P21333_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-007	P21333_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-009	P21333_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-003	P21333_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-000	P21333_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-008	P21333_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-001	P21333_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-002	P21333_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-005	P21333_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-006	P21333_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-003	P21333_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-009	P21333_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-000	P21333_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-004	P21333_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-007	P21333_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-005	P21333_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-006	P21333_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-008	P21333_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U100-002	P21333_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P21333	2142-2235	2236-2325	Closed	Autoinhibited	U10-001	P21333_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U10-009	P22681_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	005	P22681_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P22681	353-380	381-435	Closed	Active	014	P22681_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	001	P22681_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U10-000	P22681_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U10-004	P22681_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U100-003	P22681_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U100-007	P22681_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	019	P22681_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	008	P22681_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	010	P22681_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P22681	353-380	381-435	Closed	Active	015	P22681_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	011	P22681_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	000	P22681_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	004	P22681_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U100-002	P22681_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	U10-001	P22681_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P22681	353-380	381-435	Closed	Active	018	P22681_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
