uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename
Q9H7B4	6zrb	280-428	4-240	0.823	99.3288590604027	99.1561181434599	0.855	0.821	Autoinhibited	Closed	Homo sapiens	['2020-07-13']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7bj1	280-428	4-240	0.823	100.0	99.1561181434599	0.831	0.866	Autoinhibited	Closed	Homo sapiens	['2021-01-13']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7o2a	280-428	4-240	0.818	100.0	99.1561181434599	0.85	0.821	Autoinhibited	Closed	Homo sapiens	['2021-03-30']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7o2b	280-428	4-240	0.852	100.0	99.1561181434599	0.902	0.815	Autoinhibited	Closed	Homo sapiens	['2021-03-30']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7o2c	280-428	4-240	0.819	100.0	99.1561181434599	0.841	0.79	Autoinhibited	Closed	Homo sapiens	['2021-03-30']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7qlb	280-428	4-240	0.835	100.0	99.1561181434599	0.857	0.851		Closed	Homo sapiens	['2021-12-20']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7qnr	280-428	4-240	0.872	100.0	99.1561181434599	0.91	0.844		Closed	Homo sapiens	['2021-12-22']		A	F-Q9H7B4-F1-model_v3.cif
Q9H7B4	7qnu	280-428	4-240	0.875	100.0	99.1561181434599	0.919	0.86		Closed	Homo sapiens	['2021-12-22']		A	F-Q9H7B4-F1-model_v3.cif
P49137	1kwp	328-364	64-325	6.399	100.0	91.9847328244275	3.784	1.578	Autoinhibited	Closed	Homo sapiens	['2002-01-30']		A	F-P49137-F1-model_v3.cif
P49137	2jbp	328-364	64-325	2.408	62.1621621621622	91.6030534351145	2.51	1.325	Autoinhibited	Closed	Homo sapiens	['2006-12-09']		A	F-P49137-F1-model_v3.cif
P49137	2oza	328-364	64-325	4.214	100.0	96.9465648854962	4.833	1.352	Autoinhibited	Closed	Homo sapiens	['2007-02-25']		A	F-P49137-F1-model_v3.cif
P49137	3gok	328-364	64-325	3.084	62.1621621621622	92.3664122137405	3.286	1.468	Autoinhibited	Closed	Homo sapiens	['2009-03-19']		A	F-P49137-F1-model_v3.cif
P49137	3ka0	328-364	64-325	2.111	100.0	85.1145038167939	2.257	1.227	Autoinhibited	Closed	Homo sapiens	['2009-10-16']		A	F-P49137-F1-model_v3.cif
P49137	4tyh	328-364	64-325	3.957	100.0	95.8015267175572	4.581	1.257	Autoinhibited	Closed	Homo sapiens	['2014-07-08']		A	F-P49137-F1-model_v3.cif
P49137	6tca	328-364	64-325	4.395	100.0	98.4732824427481	4.949	1.272	Autoinhibited	Closed	Homo sapiens	['2019-11-05']		A	F-P49137-F1-model_v3.cif
Q9BZ95	5upd	1145-1258	1258-1273	1.26	100.0	75.0	3.812	0.957		Closed	Homo sapiens	['2017-02-02']		A	F-Q9BZ95-F1-model_v3.cif
Q9BZ95	6cen	1145-1258	1258-1273	3.089	100.0	81.25	3.384	1.816	Active	Closed	Homo sapiens	['2018-02-12']		A	F-Q9BZ95-F1-model_v3.cif
Q13490	3t6p	453-543	571-606	2.844	98.9010989010989	100.0	0.76	0.936	Autoinhibited	Closed	Homo sapiens	['2011-07-28']		A	F-Q13490-F1-model_v3.cif
P21333	2j3s	2142-2235	2236-2325	10.018	84.0425531914894	100.0	2.112	21.192	Autoinhibited	Closed	HOMO SAPIENS	['2006-08-23']		A	F-P21333-F1-model_v3.cif
P21333	4p3w	2142-2235	2236-2325	15.047	82.9787234042553	100.0	1.238	50.342	Active	Closed	Homo sapiens	['2014-03-10']		A	F-P21333-F1-model_v3.cif
Q8NB16	2msv	133-150	1-124	3.879	100.0	99.1935483870968	2.973	3.511	Autoinhibited	Closed	Homo sapiens	['2014-08-07']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6d74	133-150	1-124	3.946	100.0	100.0	3.048	3.711	Autoinhibited	Closed	Homo sapiens	['2018-04-24']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6ux8	133-150	1-124	2.355	100.0	99.1935483870968	1.977	1.968	Autoinhibited	Closed	Homo sapiens	['2019-11-07']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6zle	133-150	1-124	3.438	100.0	99.1935483870968	2.986	3.876	Autoinhibited	Closed	Homo sapiens	['2020-06-30']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6zpr	133-150	1-124	3.833	100.0	99.1935483870968	3.461	3.986	Autoinhibited	Closed	Homo sapiens	['2020-07-09']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6zvo	133-150	1-124	2.364	94.4444444444444	96.7741935483871	2.137	1.655		Closed	Homo sapiens	['2020-07-27']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	6zz1	133-150	1-124	2.016	100.0	96.7741935483871	1.998	1.529		Closed	Homo sapiens	['2020-08-03']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	7nm2	133-150	1-124	3.668	100.0	99.1935483870968	2.963	2.734	Autoinhibited	Closed	Homo sapiens	['2021-02-23']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	7nm4	133-150	1-124	3.385	100.0	99.1935483870968	3.086	3.397	Autoinhibited	Closed	Homo sapiens	['2021-02-23']		A	F-Q8NB16-F1-model_v3.cif
Q8NB16	7nm5	133-150	1-124	3.182	100.0	99.1935483870968	2.817	3.31	Autoinhibited	Closed	Homo sapiens	['2021-02-23']		A	F-Q8NB16-F1-model_v3.cif
P14921	1gvj	280-330	335-415	12.171	66.6666666666667	100.0	1.208	25.345	Active	Closed	HOMO SAPIENS	['2002-02-14']	Based on comparison to P27577.	A	F-P14921-F1-model_v3.cif
Q6SZW1	6wpk	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	4.585	71.8181818181818	97.6878612716763	1.793	4.223		Closed	Homo sapiens	['2020-04-27']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	6zfx	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.613	98.1818181818182	100.0	1.368	4.519		Closed	Homo sapiens	['2020-06-18']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7anw	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.92	98.1818181818182	100.0	0.943	3.273		Closed	Homo sapiens	['2020-10-13']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7cm5	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.826	90.4545454545454	100.0	1.07	3.051		Closed	Homo sapiens	['2020-07-24']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7cm6	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.709	90.9090909090909	100.0	1.016	2.948		Closed	Homo sapiens	['2020-07-25']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7cm7	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.874	94.5454545454546	100.0	1.012	3.516		Closed	Homo sapiens	['2020-07-25']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7djt	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.544	99.0909090909091	100.0	1.294	4.285		Closed	Homo sapiens	['2020-11-21']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7knq	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	22.242	91.8181818181818	100.0	2.528	52.996		Closed	Homo sapiens	['2020-11-05']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7ld0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.445	81.8181818181818	100.0	1.571	3.437		Closed	Homo sapiens	['2021-01-12']		A	F-Q6SZW1-F1-model_v3.cif
Q6SZW1	7qg0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.097	94.5454545454546	100.0	1.148	3.464		Closed	Homo sapiens	['2021-12-07']		A	F-Q6SZW1-F1-model_v3.cif
Q96RD7	6m02	412-426	1-287	11.566	86.6666666666667	87.8048780487805	11.36	27.251		Closed	Homo sapiens	['2020-02-19']		A	F-Q96RD7-F1-model_v3.cif
P53041	8gae	28-129,487-499	184-486	25.904	88.695652173913	98.019801980198	2.339	88.629	Active	Open	Homo sapiens	['2023-02-22']		E	F-P53041-F1-model_v3.cif
P53041	8gft	28-129,487-499	184-486	24.876	88.695652173913	98.019801980198	2.358	85.444	Active	Open	Homo sapiens	['2023-03-08']		E	F-P53041-F1-model_v3.cif
Q9Y6K1	4u7p	476-626	634-912	15.705	100.0	95.3405017921147	1.385	47.33	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q9Y6K1-F1-model_v3.cif
Q9Y6K1	4u7t	476-626	634-912	1.245	93.3774834437086	95.6989247311828	1.276	1.268	Active	Closed	Homo sapiens	['2014-07-31']		A	F-Q9Y6K1-F1-model_v3.cif
Q9UGN5	3kcz	231-348	356-538	1.84	96.6101694915254	99.4535519125683	0.918	1.341		Closed	Homo sapiens	['2009-10-22']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	3kjd	231-348	356-538	1.044	96.6101694915254	99.4535519125683	0.867	1.347		Closed	Homo sapiens	['2009-11-03']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	4pjv	231-348	356-538	0.968	94.0677966101695	99.4535519125683	0.911	1.118		Closed	Homo sapiens	['2014-05-12']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	4tvj	231-348	356-538	1.911	96.6101694915254	99.4535519125683	0.902	1.574		Closed	Homo sapiens	['2014-06-27']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	4zzx	231-348	356-538	1.177	100.0	100.0	0.85	1.454		Closed	HOMO SAPIENS	['2015-04-15']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	4zzy	231-348	356-538	1.954	100.0	100.0	0.933	2.92		Closed	HOMO SAPIENS	['2015-04-15']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	7aeo	231-348	356-538	9.124	91.5254237288136	100.0	1.131	18.207	Active	Closed	Homo sapiens	['2020-09-17']		A	F-Q9UGN5-F1-model_v3.cif
Q9UGN5	7r59	231-348	356-538	1.219	96.6101694915254	99.4535519125683	0.96	1.716		Closed	Homo sapiens	['2022-02-10']		A	F-Q9UGN5-F1-model_v3.cif
Q08209	1aui	467-491	1-348	2.352	72.0	96.264367816092	0.997	2.392		Closed	Homo sapiens	['1997-08-27']		A	F-Q08209-F1-model_v3.cif
P31751	8q61	5-108,410-481	152-409	9.63	70.4545454545455	94.9612403100775	6.231	21.917	Autoinhibited	Closed	Homo sapiens	['2023-08-10']	“The flipped DFG motif moves the aspartate away from the ATP binding site by ∼5 Å, leading to a catalytically incompetent state termed the “DFG-out” state.” ( 25478866) “ALM301 binds in an allosteric pocket created by the combined movement of the PH domain and the catalytic domain, resulting in a DFG out conformation.” (36127435) On visual investigation, it appears a loop at ~ residue 81 occludes the active site in the native structure and pushes the DFG into an “out” state as well as displaces the alpha helix with residue 195.	A	F-P31751-F1-model_v3.cif
P26358	3pta	647-714	1140-1602	7.897	100.0	98.7041036717063	1.626	28.409	Autoinhibited	Closed	Homo sapiens	['2010-12-02']		A	F-P26358-F1-model_v3.cif
P26358	3swr	647-714	1140-1602	7.184	100.0	99.5680345572354	1.007	27.137	Autoinhibited	Closed	Homo sapiens	['2011-07-14']		A	F-P26358-F1-model_v3.cif
P26358	4wxx	647-714	1140-1602	1.673	97.0588235294118	99.5680345572354	0.974	2.18	Autoinhibited	Closed	Homo sapiens	['2014-11-14']		A	F-P26358-F1-model_v3.cif
P26358	7xi9	647-714	1140-1602	8.479	66.1764705882353	100.0	3.268	36.219	Active	Closed	Homo sapiens	['2022-04-12']		A	F-P26358-F1-model_v3.cif
P55957	2bid	21-51	60-195	9.619	100.0	100.0	7.368	9.332	Autoinhibited	Closed	Homo sapiens	['1999-01-27']		A	F-P55957-F1-model_v3.cif
Q96BN8	3znv	330-340	129-341	1.666	100.0	94.8356807511737	1.662	1.208	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-18']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	3znx	330-340	129-341	1.06	90.9090909090909	91.0798122065728	0.88	1.59	Active	Closed	HOMO SAPIENS	['2013-02-18']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	3znz	330-340	129-341	2.695	100.0	90.6103286384976	1.302	2.397	Active	Closed	HOMO SAPIENS	['2013-02-18']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	4ksj	330-340	129-341	1.224	100.0	88.2629107981221	0.882	1.104	Autoinhibited	Closed	Homo sapiens	['2013-05-17']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	4ksk	330-340	129-341	1.216	100.0	90.1408450704225	0.932	1.165		Closed	Homo sapiens	['2013-05-17']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	4ksl	330-340	129-341	2.087	100.0	91.0798122065728	1.657	2.432		Closed	Homo sapiens	['2013-05-17']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	5oe7	330-340	129-341	2.113	100.0	91.5492957746479	1.281	2.383	Active	Closed	Homo sapiens	['2017-07-07']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	6i9c	330-340	129-341	1.236	100.0	90.6103286384976	1.132	1.472	Active	Closed	Homo sapiens	['2018-11-22']		A	F-Q96BN8-F1-model_v3.cif
Q96BN8	6sak	330-340	129-341	1.24	100.0	94.3661971830986	0.934	1.802		Closed	Homo sapiens	['2019-07-17']		A	F-Q96BN8-F1-model_v3.cif
P29350	2b3o	1-105	244-515	25.878	99.047619047619	100.0	1.124	57.427	Autoinhibited	Closed	Homo sapiens	['2005-09-20']		A	F-P29350-F1-model_v3.cif
P29350	3ps5	1-105	244-515	1.444	100.0	99.6323529411765	1.021	1.765	Active	Closed	Homo sapiens	['2010-11-30']		A	F-P29350-F1-model_v3.cif
O00571	4pxa	132-181	211-575	5.602	94.0	99.7260273972603	4.726	10.35	Autoinhibited	Closed	Homo sapiens	['2014-03-22']	“Both DDX3X structures represent “open conformations” rather than the “closed conformation” observed in the Dm Vasa structure. We expect DDX3X to adopt a “closed conformation” highly similar to that observed in Vasa in catalyzing ATP hydrolysis.” Perhaps compare to P09052?	A	F-O00571-F1-model_v3.cif
O00571	5e7j	132-181	211-575	5.5	76.0	97.8082191780822	4.636	9.15	Autoinhibited	Closed	Homo sapiens	['2015-10-12']		A	F-O00571-F1-model_v3.cif
O00571	5e7m	132-181	211-575	4.876	72.0	98.3561643835616	4.311	8.416	Autoinhibited	Closed	Homo sapiens	['2015-10-12']		A	F-O00571-F1-model_v3.cif
O00571	6cz5	132-181	211-575	5.177	82.0	97.5342465753425	4.414	9.44	Autoinhibited	Closed	Homo sapiens	['2018-04-08']		A	F-O00571-F1-model_v3.cif
O00571	6o5f	132-181	211-575	23.194	76.0	94.5205479452055	21.158	13.693	Active	Closed	Homo sapiens	['2019-03-02']		A	F-O00571-F1-model_v3.cif
O00571	7liu	132-181	211-575	2.074	94.0	100.0	2.105	1.984	Autoinhibited	Closed	Homo sapiens	['2021-01-27']		A	F-O00571-F1-model_v3.cif
P54646	5ezv	291-376	16-268	4.323	65.1162790697674	99.6047430830039	1.157	8.895	Active	Open	Homo sapiens	['2015-11-26']		A	F-P54646-F1-model_v3.cif
P54646	5iso	291-376	16-268	3.558	81.3953488372093	100.0	1.47	7.444	Active	Closed	Homo sapiens	['2016-03-15']		A	F-P54646-F1-model_v3.cif
P54646	6b1u	291-376	16-268	3.244	70.9302325581395	99.6047430830039	1.117	7.255	Active	Open	Homo sapiens	['2017-09-19']		A	F-P54646-F1-model_v3.cif
P54646	6b2e	291-376	16-268	2.398	74.4186046511628	99.6047430830039	1.16	5.145	Active	Open	Homo sapiens	['2017-09-19']		A	F-P54646-F1-model_v3.cif
P35609	4d1e	259-307	753-824	113.774	100.0	100.0	4.342	220.629	Autoinhibited	Open	HOMO SAPIENS	['2014-05-01']		A	F-P35609-F1-model_v3.cif
Q13131	4rer	313-392	27-279	2.483	83.75	99.2094861660079	1.295	4.655		Closed	Homo sapiens	['2014-09-23']		A	F-Q13131-F1-model_v3.cif
P41212	2dao	410-452	339-409	2.747	76.7441860465116	100.0	1.84	4.119	Autoinhibited	Closed	Homo sapiens	['2005-12-14']	See Figure 3 in  20400516.	A	F-P41212-F1-model_v3.cif
P46108	2eyz	239-294	132-192	22.296	100.0	100.0	2.479	28.031	Active	Open	Homo sapiens	['2005-11-10']		A	F-P46108-F1-model_v3.cif
Q9Y4X5	4kbl	408-557	339-392	3.94	91.3333333333333	100.0	1.363	1.435	Autoinhibited	Closed	Homo sapiens	['2013-04-23']		A	F-Q9Y4X5-F1-model_v3.cif
Q9Y4X5	4kc9	408-557	339-392	2.636	93.3333333333333	96.2962962962963	1.111	1.539	Autoinhibited	Closed	Homo sapiens	['2013-04-24']		A	F-Q9Y4X5-F1-model_v3.cif
Q9Y4X5	5udh	408-557	339-392	2.127	95.3333333333334	100.0	1.066	1.307	Autoinhibited	Closed	Homo sapiens	['2016-12-27']		A	F-Q9Y4X5-F1-model_v3.cif
P35520	4coo	414-551	40-413	19.316	74.6376811594203	99.1978609625668	2.645	41.805	Autoinhibited	Closed	HOMO SAPIENS	['2014-01-29']		A	F-P35520-F1-model_v3.cif
P35520	4l0d	414-551	40-413	19.409	74.6376811594203	99.4652406417112	2.816	42.158	Autoinhibited	Closed	Homo sapiens	['2013-05-31']		A	F-P35520-F1-model_v3.cif
P35520	4l28	414-551	40-413	18.155	87.6811594202899	99.1978609625668	2.808	38.98	Autoinhibited	Closed	Homo sapiens	['2013-06-04']		A	F-P35520-F1-model_v3.cif
P35520	4pcu	414-551	40-413	6.628	74.6376811594203	97.8609625668449	2.462	13.809	Active	Closed	Homo sapiens	['2014-04-16']	Enzyme forms a dimer in vivo and the Bateman modules (region 1) interact in a trans fashion with the enzyme’s active site. (25197074)	A	F-P35520-F1-model_v3.cif
P35520	7qgt	414-551	40-413	19.6	75.3623188405797	99.7326203208556	2.919	42.457	Autoinhibited	Closed	Homo sapiens	['2021-12-10']		A	F-P35520-F1-model_v3.cif
P15498	3ky9	131-178	194-373	3.514	66.6666666666667	100.0	1.392	6.16	Autoinhibited	Closed	Homo sapiens	['2009-12-04']		A	F-P15498-F1-model_v3.cif
P15498	6nf1	131-178	194-373	3.322	83.3333333333333	100.0	1.239	7.783	Autoinhibited	Closed	Homo sapiens	['2018-12-18']		A	F-P15498-F1-model_v3.cif
Q9UIK4	1wmk	292-301	23-285	1.299	100.0	100.0	1.118	1.206		Closed	Homo sapiens	['2004-07-11']		A	F-Q9UIK4-F1-model_v3.cif
Q9UIK4	1z9x	292-301	23-285	1.149	100.0	99.2395437262358	1.079	1.184		Closed	Homo sapiens	['2005-04-05']		A	F-Q9UIK4-F1-model_v3.cif
Q9UIK4	2a27	292-301	23-285	1.164	100.0	100.0	1.036	1.07		Closed	Homo sapiens	['2005-06-22']		A	F-Q9UIK4-F1-model_v3.cif
Q9UIK4	2a2a	292-301	23-285	1.203	100.0	99.2395437262358	1.108	1.176		Closed	Homo sapiens	['2005-06-22']		A	F-Q9UIK4-F1-model_v3.cif
Q9UIK4	2cke	292-301	23-285	1.114	100.0	99.2395437262358	1.026	1.202		Closed	HOMO SAPIENS	['2006-04-18']		A	F-Q9UIK4-F1-model_v3.cif
Q9UIK4	6paw	292-301	23-285	4.593	100.0	99.2395437262358	1.127	1.063		Closed	Homo sapiens	['2019-06-12']		A	F-Q9UIK4-F1-model_v3.cif
P54578	2ayn	329-351,429-433	105-483	2.205	100.0	80.4749340369393	2.195	2.379	Active	Closed	Homo sapiens	['2005-09-07']		A	F-P54578-F1-model_v3.cif
P54578	2ayo	329-351,429-433	105-483	2.54	100.0	84.4327176781003	2.263	3.213	Active	Closed	Homo sapiens	['2005-09-07']		A	F-P54578-F1-model_v3.cif
P54578	6iik	329-351,429-433	105-483	1.186	75.0	81.5303430079156	1.168	2.191	Active	Closed	Homo sapiens	['2018-10-06']		A	F-P54578-F1-model_v3.cif
P54578	6iil	329-351,429-433	105-483	1.357	75.0	82.5857519788918	1.25	2.131	Active	Closed	Homo sapiens	['2018-10-07']		A	F-P54578-F1-model_v3.cif
P54578	6iim	329-351,429-433	105-483	1.589	89.2857142857143	81.2664907651715	1.566	3.954	Active	Closed	Homo sapiens	['2018-10-07']		A	F-P54578-F1-model_v3.cif
P54578	6iin	329-351,429-433	105-483	1.341	78.5714285714286	81.2664907651715	1.313	2.18	Active	Closed	Homo sapiens	['2018-10-07']		A	F-P54578-F1-model_v3.cif
Q9C000	7wge	809-973	328-637	7.679	100.0	100.0	2.588	19.991		Open	Homo sapiens	['2021-12-28']		A	F-Q9C000-F1-model_v3.cif
Q9BYP7	5o2c	440-463	147-405	10.005	100.0	100.0	2.379	23.154		Closed	Homo sapiens	['2017-05-19']		A	F-Q9BYP7-F1-model_v3.cif
P57764	6n9o	280-484	1-275	7.018	96.0975609756098	63.2727272727273	9.987	4.068	Autoinhibited	Closed	Homo sapiens	['2018-12-03']		A	F-P57764-F1-model_v3.cif
P46109	2lqn	129-175	14-102	25.93	100.0	100.0	1.782	47.604	Autoinhibited	Closed	Homo sapiens	['2012-03-09']		A	F-P46109-F1-model_v3.cif
P46109	2lqw	129-175	14-102	25.158	100.0	100.0	2.549	46.938	Autoinhibited	Closed	Homo sapiens	['2012-03-16']		A	F-P46109-F1-model_v3.cif
Q13557	2vn9	283-292	14-272	1.907	100.0	100.0	1.138	1.012		Closed	Homo sapiens	['2008-01-31']		A	F-Q13557-F1-model_v3.cif
Q13557	5vlo	283-292	14-272	1.87	100.0	98.8416988416988	1.886	1.033		Closed	Homo sapiens	['2017-04-25']		A	F-Q13557-F1-model_v3.cif
Q13557	6ayw	283-292	14-272	1.901	100.0	100.0	1.905	1.15		Closed	Homo sapiens	['2017-09-08']		A	F-Q13557-F1-model_v3.cif
Q86WJ1	7epu	704-897	351-513	24.842	82.9896907216495	85.2760736196319	6.41	25.112		Closed	Homo sapiens	['2021-04-27']		B	F-Q86WJ1-F1-model_v3.cif
Q96RU8	5cem	355-360	1-338	4.846	66.6666666666667	71.0059171597633	4.89	4.904		Closed	Homo sapiens	['2015-07-07']		A	F-Q96RU8-F1-model_v3.cif
Q96P20	6npy	740-991	220-536	20.993	100.0	98.4227129337539	15.766	77.935	Autoinhibited	Open	Homo sapiens	['2019-01-18']		A	F-Q96P20-F1-model_v3.cif
Q96P20	7pzc	740-991	220-536	37.197	100.0	100.0	16.214	80.408		Open	Homo sapiens	['2021-10-12']		A	F-Q96P20-F1-model_v3.cif
Q96P20	7vtp	740-991	220-536	22.263	100.0	94.6372239747634	14.386	80.422		Open	Homo sapiens	['2021-10-30']		A	F-Q96P20-F1-model_v3.cif
Q96P20	7zgu	740-991	220-536	21.005	100.0	98.4227129337539	15.636	78.651		Open	Homo sapiens	['2022-04-04']		A	F-Q96P20-F1-model_v3.cif
Q96P20	8ej4	740-991	220-536	4.759	100.0	100.0	1.857	6.447		Open	Homo sapiens	['2022-09-16']		A	F-Q96P20-F1-model_v3.cif
Q16644	3fhr	307-343	44-304	2.13	100.0	83.1417624521073	0.994	1.039	Autoinhibited	Closed	Homo sapiens	['2008-12-10']		A	F-Q16644-F1-model_v3.cif
Q16644	3fxw	307-343	44-304	2.151	100.0	82.3754789272031	1.028	0.991	Autoinhibited	Closed	Homo sapiens	['2009-01-21']		A	F-Q16644-F1-model_v3.cif
Q16644	3r1n	307-343	44-304	1.925	100.0	83.9080459770115	1.036	1.435	Autoinhibited	Closed	Homo sapiens	['2011-03-11']		A	F-Q16644-F1-model_v3.cif
Q16644	3she	307-343	44-304	1.925	100.0	82.3754789272031	1.045	1.157	Autoinhibited	Closed	Homo sapiens	['2011-06-16']		A	F-Q16644-F1-model_v3.cif
Q16644	7nrb	307-343	44-304	2.117	100.0	83.1417624521073	0.962	0.941	Autoinhibited	Closed	Homo sapiens	['2021-03-03']		A	F-Q16644-F1-model_v3.cif
Q8IU85	2jc6	279-319	23-278	2.887	85.3658536585366	90.234375	1.782	5.663		Closed	HOMO SAPIENS	['2006-12-19']		A	F-Q8IU85-F1-model_v3.cif
Q8IU85	6t6f	279-319	23-278	6.048	65.8536585365854	94.140625	1.514	4.391		Closed	Homo sapiens	['2019-10-18']		A	F-Q8IU85-F1-model_v3.cif
P52564	3enm	251-277	53-314	5.904	100.0	81.6793893129771	5.992	3.043	Autoinhibited	Closed	Homo sapiens	['2008-09-25']		A	F-P52564-F1-model_v3.cif
P52564	3fme	251-277	53-314	2.567	100.0	82.0610687022901	2.66	3.528	Autoinhibited	Closed	Homo sapiens	['2008-12-21']		A	F-P52564-F1-model_v3.cif
P52564	3vn9	251-277	53-314	3.212	100.0	89.6946564885496	3.197	3.58	Autoinhibited	Closed	Homo sapiens	['2012-01-05']		A	F-P52564-F1-model_v3.cif
P52564	8a8m	251-277	53-314	6.274	100.0	84.7328244274809	4.385	3.31	Autoinhibited	Closed	Homo sapiens	['2022-06-23']		B	F-P52564-F1-model_v3.cif
P52564	8p7j	251-277	53-314	3.529	100.0	85.1145038167939	3.614	2.126	Autoinhibited	Closed	Homo sapiens	['2023-05-30']		A	F-P52564-F1-model_v3.cif
P19174	4ey0	757-790	668-756	8.164	67.6470588235294	100.0	1.125	26.865	Autoinhibited	Closed	Homo sapiens	['2012-05-01']		A	F-P19174-F1-model_v3.cif
P19174	4fbn	757-790	668-756	8.68	67.6470588235294	100.0	1.174	28.223	Autoinhibited	Closed	Homo sapiens	['2012-05-23']		A	F-P19174-F1-model_v3.cif
Q01974	3zzw	555-556	473-746	1.968	100.0	93.4306569343066	1.91	1.507	Autoinhibited	Closed	HOMO SAPIENS	['2011-09-05']		A	F-Q01974-F1-model_v3.cif
Q01974	4gt4	555-556	473-746	1.727	100.0	94.1605839416058	1.723	0.872	Autoinhibited	Closed	Homo sapiens	['2012-08-28']		A	F-Q01974-F1-model_v3.cif
Q14012	4fg8	286-300	20-276	1.319	93.3333333333333	89.4941634241245	1.28	1.214		Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif
Q14012	4fg9	286-300	20-276	3.078	100.0	89.4941634241245	1.367	2.711		Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif
Q14012	4fgb	286-300	20-276	2.734	93.3333333333333	96.8871595330739	2.78	0.947	Active	Closed	Homo sapiens	['2012-06-04']		A	F-Q14012-F1-model_v3.cif
P39687	2je0	121-163	1-120	1.139	67.4418604651163	100.0	1.065	1.394	Active	Closed	HOMO SAPIENS	['2007-01-12']		A	F-P39687-F1-model_v3.cif
P39687	2je1	121-163	1-120	1.179	67.4418604651163	100.0	1.116	1.405	Active	Closed	HOMO SAPIENS	['2007-01-12']		A	F-P39687-F1-model_v3.cif
P39687	4xos	121-163	1-120	1.43	67.4418604651163	100.0	1.407	1.541	Active	Closed	Homo sapiens	['2015-01-16']	In comparison to 6zxq, which looks more complete but was somehow missed by the pipeline.	A	F-P39687-F1-model_v3.cif
Q9Y490	6r9t	1654-2344	86-403	33.033	100.0	60.062893081761	3.839	99.059		Closed	Homo sapiens	['2019-04-04']		A	F-Q9Y490-F1-model_v3.cif
