uniprot	cluster	cf_filename	region_1	region_2	conformation	state	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
P35520	131	P35520_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	63.126	73.147	63.595
P35520	047	P35520_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	59.447	76.744	56.388
P35520	068	P35520_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	68.887	86.367	67.231
P35520	039	P35520_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	76.172	81.388	79.549
P35520	056	P35520_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	76.884	81.535	80.37
P35520	200	P35520_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	59.009	60.446	62.163
P35520	106	P35520_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	81.425	81.791	87.049
P35520	209	P35520_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	63.014	44.119	73.836
P35520	102	P35520_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	69.457	68.897	74.439
P35520	142	P35520_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	69.074	73.61	71.923
P35520	138	P35520_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	63.59	69.966	65.212
P35520	175	P35520_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	62.955	73.866	63.026
P35520	178	P35520_178_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	75.782	77.556	80.522
P35520	211	P35520_211_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	55.982	59.568	58.102
P35520	003	P35520_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	62.793	61.128	67.033
P35520	079	P35520_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	69.369	79.461	70.243
P35520	030	P35520_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	66.125	86.081	63.011
P35520	120	P35520_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	80.289	88.489	82.925
P35520	226	P35520_226_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	64.842	76.735	64.681
P35520	U10-003	P35520_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	80.047	87.273	82.969
P35520	U10-007	P35520_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	85.699	91.592	89.033
P35520	146	P35520_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	68.561	81.283	68.429
P35520	117	P35520_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	53.116	49.526	57.576
P35520	061	P35520_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	66.666	59.886	73.637
P35520	129	P35520_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	61.144	75.996	59.575
P35520	164	P35520_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	66.28	71.566	68.69
P35520	192	P35520_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	75.933	86.912	77.29
P35520	052	P35520_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	79.582	92.673	80.365
P35520	043	P35520_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	60.627	53.533	67.069
P35520	025	P35520_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	79.871	91.982	80.399
P35520	187	P35520_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	66.077	64.237	71.005
P35520	007	P35520_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	63.653	64.616	66.695
P35520	157	P35520_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	66.979	73.679	68.964
P35520	016	P35520_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	57.993	61.295	59.944
P35520	160	P35520_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	60.198	65.358	62.076
P35520	204	P35520_204_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	70.004	76.879	72.061
P35520	070	P35520_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	78.47	80.666	83.221
P35520	165	P35520_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	65.473	64.381	69.96
P35520	121	P35520_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	70.136	77.02	72.322
P35520	071	P35520_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	84.375	91.285	87.859
P35520	U10-002	P35520_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	85.629	93.554	88.89
P35520	006	P35520_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	60.978	59.188	65.24
P35520	092	P35520_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	66.459	77.135	66.836
P35520	060	P35520_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	70.274	78.049	71.972
P35520	020	P35520_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	65.663	77.794	65.071
P35520	024	P35520_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	64.912	71.748	66.285
P35520	139	P35520_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	75.774	84.794	77.678
P35520	069	P35520_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	64.091	83.968	60.959
P35520	168	P35520_168_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	64.26	71.509	65.84
P35520	107	P35520_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	72.067	76.09	75.36
P35520	083	P35520_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	70.579	70.578	75.245
P35520	156	P35520_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	69.197	72.031	72.874
P35520	214	P35520_214_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	55.803	42.586	63.908
P35520	208	P35520_208_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	53.272	45.428	59.448
P35520	147	P35520_147_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	75.492	90.211	75.294
P35520	205	P35520_205_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	71.336	81.753	72.198
P35520	035	P35520_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	76.717	89.282	77.33
P35520	128	P35520_128_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	65.022	67.224	68.451
P35520	078	P35520_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	69.914	71.268	74.025
P35520	197	P35520_197_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	64.048	67.201	67.039
P35520	029	P35520_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	72.772	89.973	71.466
P35520	174	P35520_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	65.449	74.712	66.307
P35520	219	P35520_219_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	67.16	78.427	67.495
P35520	112	P35520_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	62.122	74.298	61.439
P35520	182	P35520_182_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	58.927	56.937	63.424
P35520	042	P35520_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	61.09	75.221	59.74
P35520	125	P35520_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	68.21	76.067	69.672
P35520	201	P35520_201_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	70.34	65.164	76.791
P35520	193	P35520_193_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	59.5	56.039	64.5
P35520	170	P35520_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	68.476	74.049	70.984
P35520	U100-000	P35520_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	89.878	95.454	93.656
P35520	U100-004	P35520_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	91.109	95.013	94.475
P35520	134	P35520_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	56.37	65.623	56.095
P35520	046	P35520_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	68.598	70.866	72.322
P35520	186	P35520_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	62.002	67.249	64.106
P35520	116	P35520_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	65.484	71.17	67.601
P35520	152	P35520_152_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	67.549	82.62	66.424
P35520	064	P35520_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	64.802	77.477	64.309
P35520	087	P35520_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	60.102	68.024	61.013
P35520	038	P35520_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	74.923	90.719	74.275
P35520	053	P35520_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	68.276	86.187	66.386
P35520	210	P35520_210_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	57.93	79.119	53.685
P35520	096	P35520_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	64.023	68.489	66.328
P35520	130	P35520_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	414-551	40-413	Open	Active	64.826	75.526	65.155
P35520	103	P35520_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	84.544	89.499	88.769
P35520	161	P35520_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	71.04	74.319	74.43
P35520	031	P35520_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	66.545	73.001	68.172
P35520	075	P35520_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	77.329	78.701	82.113
P35520	227	P35520_227_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	63.992	72.203	65.273
P35520	143	P35520_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	414-551	40-413	Open	Active	63.166	71.438	64.087
P35520	013	P35520_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	61.609	75.316	60.296
P35520	017	P35520_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	414-551	40-413	Open	Active	52.396	46.114	57.485
P35520	U10-006	P35520_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	84.73	91.069	88.304
P35520	057	P35520_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	414-551	40-413	Open	Active	58.713	54.903	63.591
P35520	223	P35520_223_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	70.032	75.871	72.439
P35520	179	P35520_179_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	63.719	75.895	63.438
P35520	232	P35520_232_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	56.566	52.815	61.246
P35520	U100-009	P35520_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	89.288	94.666	92.255
P35520	002	P35520_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	414-551	40-413	Open	Active	67.48	66.246	72.027
P26358	U10-001	P26358_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	48.064	34.326	41.828
P26358	U10-008	P26358_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	50.893	28.779	37.853
P26358	U100-009	P26358_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	75.315	43.672	89.769
P26358	U100-000	P26358_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.037	46.287	89.201
P26358	U10-005	P26358_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	50.426	40.004	40.347
P26358	U100-004	P26358_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.296	43.819	91.623
P26358	U10-004	P26358_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	50.386	41.74	38.308
P26358	U100-001	P26358_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.321	51.639	90.984
P26358	U10-000	P26358_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	52.389	35.873	43.626
P26358	U10-009	P26358_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	53.884	25.266	48.399
P26358	U100-005	P26358_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.317	54.692	90.022
P26358	U100-008	P26358_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	75.596	39.582	90.337
P26358	U10-006	P26358_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	52.797	36.669	39.565
P26358	U10-002	P26358_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	51.406	31.787	38.127
P26358	U100-003	P26358_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.287	46.28	91.321
P26358	U100-007	P26358_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.445	55.492	88.884
P26358	U100-006	P26358_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	76.208	53.786	89.853
P26358	U10-003	P26358_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	54.51	33.795	51.957
P26358	U100-002	P26358_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	75.68	42.928	89.429
P26358	U10-007	P26358_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	647-714	1140-1602	Closed	Autoinhibited	53.387	32.504	43.416
P22681	U100-002	P22681_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	46.893	52.823	53.077
P22681	U10-004	P22681_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	42.399	39.14	44.616
P22681	U10-000	P22681_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	41.175	41.23	47.454
P22681	018	P22681_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	353-380	381-435	Open	Active	38.691	37.503	45.503
P22681	000	P22681_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	36.856	49.343	57.156
P22681	004	P22681_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	39.423	42.331	41.064
P22681	015	P22681_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	39.415	43.032	48.497
P22681	011	P22681_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	39.665	48.587	51.574
P22681	009	P22681_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	36.496	40.382	45.326
P22681	U10-009	P22681_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	40.207	40.786	48.771
P22681	U100-006	P22681_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	42.195	39.673	50.998
P22681	U10-005	P22681_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	43.275	40.224	44.936
P22681	010	P22681_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	353-380	381-435	Open	Active	37.547	36.841	44.595
P22681	008	P22681_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	38.235	38.044	39.497
P22681	019	P22681_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	39.723	39.278	43.965
P22681	005	P22681_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	353-380	381-435	Open	Active	39.598	39.709	46.768
P22681	U100-003	P22681_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	46.926	42.472	54.026
P22681	U10-008	P22681_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	40.252	38.044	47.487
P22681	U100-007	P22681_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	46.137	48.19	53.718
P22681	U10-001	P22681_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	42.742	51.642	53.656
P22681	001	P22681_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	41.313	37.306	43.99
P22681	014	P22681_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	37.522	50.206	54.588
P22681	U100-005	P22681_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	46.993	52.798	52.635
P22681	012	P22681_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	37.216	46.788	50.187
P22681	007	P22681_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	39.372	38.818	42.281
P22681	U10-007	P22681_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	41.877	40.339	49.946
P22681	016	P22681_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	37.503	40.141	43.578
P22681	003	P22681_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	39.038	37.699	47.584
P22681	U10-003	P22681_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	353-380	381-435	Open	Active	42.124	36.464	41.809
P22681	U100-008	P22681_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	353-380	381-435	Open	Active	46.674	42.371	45.724
P22681	U100-001	P22681_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	43.31	43.556	44.802
P22681	006	P22681_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	36.822	39.135	46.357
P22681	002	P22681_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	353-380	381-435	Open	Active	39.922	36.195	45.355
P22681	U100-009	P22681_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	353-380	381-435	Open	Active	47.238	53.477	55.091
