uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
E1K248,173,0.421,77,183,0.726,204,281,12.264,13.597,0.239,Acceptable
P0AG30,133,0.889,32,36,0.086,3,35,1.313,1.386,0.81,High
P04807,087,0.661,74,112,0.357,41,115,5.755,5.376,0.48,Acceptable
Q9I5E6,U100-000,0.955,294,308,0.087,28,322,0.448,1.636,0.946,High
Q72AS4,181,0.474,91,192,0.547,110,201,8.747,10.775,0.295,Acceptable
Q72AS4,094,0.708,136,192,0.382,84,220,5.268,8.283,0.432,Acceptable
Q7KLV9,090,0.178,8,45,0.778,28,36,12.155,44.918,0.076,Incorrect
P23687,009,0.267,79,296,0.477,72,151,11.2,11.348,0.215,Incorrect
P0AG30,312,0.833,30,36,0.062,2,32,0.873,63.835,0.533,Medium
G0WVH3,140,0.124,29,233,0.688,64,93,15.861,38.477,0.06,Incorrect
P23687,307,0.169,50,296,0.606,77,127,8.668,7.924,0.244,Acceptable
Q7KLV9,074,0.133,6,45,0.887,47,53,14.632,47.203,0.058,Incorrect
G0WVH3,156,0.077,18,233,0.829,87,105,25.832,55.585,0.034,Incorrect
H6SG27,221,0.2,46,230,0.343,24,70,15.363,24.395,0.106,Incorrect
P14677,069,0.081,9,111,0.791,34,43,25.468,44.886,0.04,Incorrect
E1K248,171,0.454,83,183,0.432,63,146,12.588,7.528,0.343,Acceptable
O68880,086,0.872,150,172,0.157,28,178,1.422,1.627,0.788,Medium
G0WVH3,016,0.193,45,233,0.408,31,76,12.82,20.489,0.118,Incorrect
P0AG30,027,0.75,27,36,0.25,9,36,1.551,26.353,0.442,Acceptable
P04807,164,0.42,47,112,0.544,56,103,11.337,13.307,0.242,Acceptable
Q7KLV9,011,0.156,7,45,0.794,27,34,7.731,33.046,0.085,Incorrect
P0AG30,045,0.889,32,36,0.111,4,36,0.959,24.476,0.569,Medium
G0WVH3,029,0.06,14,233,0.714,35,49,23.169,37.972,0.037,Incorrect
P23687,223,0.318,94,296,0.525,104,198,7.44,6.894,0.32,Acceptable
A0A3B6UEQ0,059,0.618,102,165,0.396,67,169,8.645,27.979,0.244,Acceptable
Q9I5E6,071,0.055,17,308,0.717,43,60,23.715,55.368,0.027,Incorrect
P14677,105,0.324,36,111,0.25,12,48,15.262,46.534,0.122,Incorrect
P23687,080,0.243,72,296,0.569,95,167,8.713,12.721,0.194,Incorrect
A0A140DJY3,U10-009,0.693,194,280,0.11,24,218,8.754,19.888,0.292,Acceptable
H6SG27,240,0.243,56,230,0.423,41,97,10.642,16.969,0.155,Incorrect
Q72AS4,028,0.5,96,192,0.432,73,169,11.224,10.197,0.309,Acceptable
Q72AS4,120,0.495,95,192,0.568,125,220,9.83,13.267,0.27,Acceptable
O68880,027,0.924,159,172,0.086,15,174,1.311,1.117,0.825,High
A0A3B6UEQ0,049,0.485,80,165,0.47,71,151,10.855,29.452,0.193,Incorrect
Q72AS4,085,0.286,55,192,0.586,78,133,12.217,18.394,0.159,Incorrect
H6SG27,257,0.443,102,230,0.382,63,165,12.584,20.897,0.2,Incorrect
A0A3B6UEQ0,107,0.43,71,165,0.47,63,134,11.381,20.597,0.198,Incorrect
P0AG30,205,0.861,31,36,0.114,4,35,0.865,36.566,0.554,Medium
P23687,246,0.223,66,296,0.623,109,175,6.153,8.452,0.261,Acceptable
P04807,092,0.321,36,112,0.76,114,150,8.916,10.587,0.247,Acceptable
P23687,U100-000,0.932,276,296,0.107,33,309,0.668,0.502,0.921,High
P14677,U100-003,0.883,98,111,0.03,3,101,0.539,1.383,0.914,High
F2Z6J5,U10-003,0.619,122,197,0.39,78,200,6.541,30.807,0.247,Acceptable
P04807,058,0.696,78,112,0.447,63,141,5.409,7.358,0.446,Acceptable
P23687,127,0.179,53,296,0.634,92,145,11.318,15.611,0.142,Incorrect
P0AG30,195,0.889,32,36,0.2,8,40,1.237,43.885,0.507,Medium
P23687,170,0.314,93,296,0.443,74,167,6.525,8.682,0.285,Acceptable
H6SG27,062,0.67,154,230,0.284,61,215,5.477,17.495,0.31,Acceptable
E1K248,132,0.481,88,183,0.503,89,177,10.41,11.355,0.287,Acceptable
A0A0A0V031,U10-001,0.739,164,222,0.212,44,208,4.728,5.715,0.506,Medium
E1K248,111,0.514,94,183,0.571,125,219,9.506,12.672,0.283,Acceptable
P0AG30,181,0.75,27,36,0.325,13,40,1.675,48.75,0.408,Acceptable
O68880,109,0.773,133,172,0.063,9,142,1.933,2.278,0.694,Medium
E1K248,239,0.454,83,183,0.509,86,169,11.389,10.244,0.293,Acceptable
Q7KLV9,046,0.689,31,45,0.367,18,49,3.694,31.115,0.3,Acceptable
P23687,229,0.351,104,296,0.49,100,204,7.443,9.378,0.28,Acceptable
H6SG27,084,0.596,137,230,0.255,47,184,6.863,14.832,0.296,Acceptable
P04807,123,0.643,72,112,0.301,31,103,6.975,8.655,0.393,Acceptable
H6SG27,249,0.183,42,230,0.543,50,92,10.338,16.589,0.137,Incorrect
P0AG30,120,0.917,33,36,0.083,3,36,1.161,25.83,0.547,Medium
Q51504,011,0.094,17,180,0.622,28,45,21.288,62.887,0.039,Incorrect
P23687,141,0.223,66,296,0.633,114,180,9.755,13.668,0.175,Incorrect
Q72AS4,010,0.901,173,192,0.188,40,213,2.671,6.045,0.602,Medium
P0AG30,285,0.694,25,36,0.219,7,32,3.045,46.136,0.308,Acceptable
P23687,099,0.642,190,296,0.252,64,254,2.606,2.809,0.597,Medium
P04807,118,0.571,64,112,0.366,37,101,5.577,8.248,0.385,Acceptable
Q9I5E6,018,0.695,214,308,0.316,99,313,4.472,6.064,0.486,Acceptable
Q72AS4,114,0.547,105,192,0.478,96,201,10.507,14.207,0.277,Acceptable
O68880,U10-007,0.936,161,172,0.047,8,169,0.498,0.516,0.944,High
Q9I5E6,005,0.302,93,308,0.53,105,198,7.285,12.668,0.218,Incorrect
P14677,U10-000,0.324,36,111,0.379,22,58,14.853,40.871,0.125,Incorrect
P0AG30,084,0.833,30,36,0.348,16,46,1.569,15.642,0.513,Medium
P04807,177,0.232,26,112,0.714,65,91,11.864,12.25,0.191,Incorrect
Q51504,023,0.178,32,180,0.787,118,150,24.192,33.976,0.08,Incorrect
G0WVH3,074,0.163,38,233,0.573,51,89,15.063,38.454,0.073,Incorrect
Q7KLV9,041,0.133,6,45,0.842,32,38,6.998,25.905,0.091,Incorrect
P04807,111,0.384,43,112,0.583,60,103,4.61,7.503,0.347,Acceptable
F2Z6J5,U100-006,0.909,179,197,0.164,35,214,2.823,4.828,0.628,Medium
Q7KLV9,069,0.956,43,45,0.122,6,49,2.464,26.102,0.441,Acceptable
P04807,149,0.679,76,112,0.402,51,127,6.083,9.318,0.397,Acceptable
O68880,014,0.965,166,172,0.078,14,180,1.174,1.151,0.856,High
E1K248,247,0.454,83,183,0.628,140,223,8.247,9.638,0.308,Acceptable
P04807,093,0.688,77,112,0.379,47,124,3.895,5.224,0.514,Medium
Q7KLV9,021,0.089,4,45,0.978,175,179,11.479,50.584,0.044,Incorrect
F2Z6J5,230,0.467,92,197,0.452,76,168,9.198,15.794,0.239,Acceptable
P0AG30,114,0.806,29,36,0.216,8,37,1.396,16.698,0.516,Medium
A0A3B6UEQ0,006,0.545,90,165,0.486,85,175,10.713,32.394,0.21,Incorrect
F2Z6J5,228,0.508,100,197,0.435,77,177,10.653,21.943,0.219,Incorrect
P0AG30,200,0.861,31,36,0.592,45,76,1.389,28.253,0.494,Medium
P23687,010,0.243,72,296,0.51,75,147,7.596,12.56,0.198,Incorrect
P0AG30,235,0.778,28,36,0.3,12,40,1.67,28.777,0.435,Acceptable
P23687,157,0.267,79,296,0.509,82,161,7.807,9.473,0.25,Acceptable
P23687,030,0.226,67,296,0.511,70,137,10.737,11.314,0.202,Incorrect
E1K248,103,0.552,101,183,0.498,100,201,10.527,15.188,0.27,Acceptable
P0AG30,118,0.306,11,36,0.56,14,25,7.036,35.738,0.134,Incorrect
Q72AS4,059,0.672,129,192,0.283,51,180,8.712,17.148,0.299,Acceptable
P04807,227,0.652,73,112,0.387,46,119,3.982,6.812,0.462,Acceptable
P14677,077,0.324,36,111,0.39,23,59,17.135,35.049,0.129,Incorrect
Q7KLV9,059,0.667,30,45,0.412,21,51,5.099,35.589,0.267,Acceptable
H6SG27,025,0.287,66,230,0.327,32,98,7.275,10.834,0.236,Acceptable
F2Z6J5,051,0.497,98,197,0.49,94,192,9.136,41.266,0.188,Incorrect
P0AG30,043,0.944,34,36,0.081,3,37,0.5,0.572,0.947,High
F2Z6J5,085,0.472,93,197,0.577,127,220,9.879,41.924,0.178,Incorrect
G0WVH3,056,0.107,25,233,0.781,89,114,19.462,30.884,0.061,Incorrect
G0WVH3,169,0.172,40,233,0.664,79,119,24.334,45.718,0.07,Incorrect
P04807,215,0.607,68,112,0.346,36,104,5.457,5.934,0.45,Acceptable
F2Z6J5,067,0.528,104,197,0.419,75,179,12.208,43.322,0.193,Incorrect
P14677,112,0.108,12,111,0.7,28,40,28.336,55.017,0.045,Incorrect
P23687,302,0.182,54,296,0.522,59,113,12.289,14.875,0.148,Incorrect
G0WVH3,162,0.18,42,233,0.592,61,103,18.155,28.238,0.09,Incorrect
Q941M3,U10-008,0.808,202,250,0.211,54,256,9.578,20.8,0.325,Acceptable
A0A0H2WY27,U10-007,0.802,162,202,0.186,37,199,2.577,23.106,0.391,Acceptable
P04807,095,0.661,74,112,0.408,51,125,7.026,7.954,0.412,Acceptable
Q941M3,008,0.148,37,250,0.56,47,84,12.261,16.999,0.121,Incorrect
H6SG27,152,0.465,107,230,0.335,54,161,16.854,26.703,0.188,Incorrect
P04807,029,0.482,54,112,0.522,59,113,9.439,11.161,0.291,Acceptable
E1K248,262,0.426,78,183,0.483,73,151,10.794,11.219,0.27,Acceptable
P23687,204,0.189,56,296,0.622,92,148,9.469,9.92,0.212,Incorrect
E1K248,259,0.399,73,183,0.603,111,184,14.779,18.844,0.193,Incorrect
H6SG27,026,0.396,91,230,0.341,47,138,9.606,20.889,0.187,Incorrect
O68880,032,0.884,152,172,0.141,25,177,1.554,1.951,0.772,Medium
Q72AS4,035,0.417,80,192,0.56,102,182,11.702,13.128,0.243,Acceptable
Q72AS4,164,0.391,75,192,0.579,103,178,8.951,11.671,0.255,Acceptable
Q51504,013,0.128,23,180,0.772,78,101,20.271,37.607,0.061,Incorrect
P23687,020,0.277,82,296,0.52,89,171,8.549,10.832,0.229,Incorrect
P0AG30,U100-006,0.944,34,36,0.081,3,37,0.32,0.69,0.965,High
F2Z6J5,184,0.513,101,197,0.42,73,174,8.998,21.62,0.225,Incorrect
G0WVH3,065,0.094,22,233,0.627,37,59,17.258,27.208,0.064,Incorrect
P23687,164,0.591,175,296,0.297,74,249,2.757,2.931,0.571,Medium
P04807,153,0.464,52,112,0.485,49,101,8.678,8.689,0.327,Acceptable
H6SG27,046,0.517,119,230,0.457,100,219,11.452,17.326,0.243,Acceptable
G0WVH3,034,0.142,33,233,0.676,69,102,13.792,27.231,0.081,Incorrect
G0WVH3,190,0.099,23,233,0.558,29,52,21.27,30.312,0.059,Incorrect
E1K248,100,0.546,100,183,0.432,76,176,10.831,13.12,0.287,Acceptable
G0WVH3,166,0.103,24,233,0.631,41,65,23.244,43.054,0.048,Incorrect
H6SG27,037,0.574,132,230,0.263,47,179,8.207,18.83,0.259,Acceptable
P04807,194,0.107,12,112,0.836,61,73,13.162,8.663,0.203,Incorrect
G0WVH3,071,0.12,28,233,0.689,62,90,19.882,26.562,0.073,Incorrect
F2Z6J5,088,0.589,116,197,0.383,72,188,6.137,12.409,0.322,Acceptable
F2Z6J5,109,0.553,109,197,0.46,93,202,10.719,30.032,0.216,Incorrect
P0AG30,103,0.722,26,36,0.297,11,37,6.102,47.703,0.27,Acceptable
P23687,112,0.439,130,296,0.435,100,230,4.374,4.943,0.431,Acceptable
F2Z6J5,125,0.503,99,197,0.544,118,217,13.693,29.79,0.197,Incorrect
P59676,U10-004,0.327,36,110,0.25,12,48,16.657,39.314,0.127,Incorrect
P14677,107,0.324,36,111,0.28,14,50,20.409,48.298,0.12,Incorrect
E1K248,136,0.481,88,183,0.581,122,210,10.731,13.369,0.263,Acceptable
F2Z6J5,U10-007,0.589,116,197,0.402,78,194,5.948,19.641,0.269,Acceptable
P0AG30,046,0.889,32,36,0.059,2,34,0.508,7.992,0.772,Medium
G0WVH3,013,0.112,26,233,0.783,94,120,20.761,49.367,0.049,Incorrect
E1K248,227,0.426,78,183,0.581,108,186,12.011,12.692,0.25,Acceptable
Q72AS4,026,0.771,148,192,0.229,44,192,4.588,5.267,0.53,Medium
E1K248,110,0.464,85,183,0.455,71,156,12.741,13.798,0.251,Acceptable
P04807,064,0.705,79,112,0.342,41,120,3.413,5.784,0.517,Medium
Q72AS4,146,0.484,93,192,0.542,110,203,10.248,14.607,0.253,Acceptable
Q8GN86,U10-001,0.712,136,191,0.393,88,224,8.765,20.171,0.297,Acceptable
P0AG30,U10-003,0.917,33,36,0.108,4,37,0.455,2.321,0.921,High
H6SG27,194,0.465,107,230,0.272,40,147,8.793,20.931,0.212,Incorrect
O60729,U100-006,0.83,93,112,0.131,14,107,8.445,20.807,0.335,Acceptable
F2Z6J5,220,0.442,87,197,0.491,84,171,11.055,23.09,0.193,Incorrect
E1K248,240,0.426,78,183,0.61,122,200,12.091,14.744,0.23,Acceptable
A0A140DJY3,001,0.3,84,280,0.5,84,168,14.299,25.855,0.136,Incorrect
A0A3B6UEQ0,096,0.752,124,165,0.299,53,177,6.827,31.164,0.289,Acceptable
E1K248,084,0.475,87,183,0.561,111,198,9.01,11.223,0.289,Acceptable
H6SG27,126,0.661,152,230,0.259,53,205,4.541,12.403,0.36,Acceptable
F2Z6J5,073,0.523,103,197,0.443,82,185,7.004,24.527,0.225,Incorrect
Q72AS4,U10-002,0.75,144,192,0.342,75,219,4.368,8.752,0.447,Acceptable
H6SG27,074,0.091,21,230,0.687,46,67,25.524,52.898,0.04,Incorrect
A0A0H2WY27,002,0.906,183,202,0.129,27,210,2.435,13.871,0.485,Acceptable
O60729,012,0.661,74,112,0.237,23,97,34.721,33.21,0.241,Acceptable
Q9I5E6,U10-004,0.594,183,308,0.356,101,284,4.374,8.791,0.394,Acceptable
O68880,052,0.907,156,172,0.098,17,173,0.828,0.883,0.888,High
E1K248,051,0.404,74,183,0.562,95,169,10.784,11.191,0.263,Acceptable
P23687,073,0.459,136,296,0.382,84,220,4.82,5.177,0.426,Acceptable
P04807,214,0.58,65,112,0.43,49,114,5.003,5.874,0.447,Acceptable
G0WVH3,012,0.073,17,233,0.585,24,41,18.698,33.502,0.047,Incorrect
P23687,177,0.311,92,296,0.553,114,206,9.029,9.542,0.26,Acceptable
Q7KLV9,U100-009,0.978,44,45,0.083,4,48,0.983,6.255,0.775,Medium
O68880,031,0.837,144,172,0.127,21,165,1.063,0.969,0.83,High
Q72AS4,005,0.208,40,192,0.733,110,150,11.587,21.156,0.121,Incorrect
H6SG27,199,0.174,40,230,0.669,81,121,13.297,20.924,0.109,Incorrect
A0A3B6UEQ0,121,0.582,96,165,0.407,66,162,9.539,20.158,0.252,Acceptable
Q9I5E6,068,0.295,91,308,0.413,64,155,12.518,15.51,0.18,Incorrect
P23687,285,0.226,67,296,0.621,110,177,8.397,10.945,0.211,Incorrect
P04807,056,0.696,78,112,0.291,32,110,4.386,6.653,0.474,Acceptable
F2Z6J5,148,0.497,98,197,0.476,89,187,8.12,44.775,0.188,Incorrect
P23687,250,0.132,39,296,0.727,104,143,13.259,10.565,0.179,Incorrect
D9N168,U100-007,0.935,100,107,0.057,6,106,0.538,0.783,0.937,High
P23687,188,0.193,57,296,0.661,111,168,7.853,8.82,0.236,Acceptable
P0AG30,178,0.944,34,36,0.128,5,39,1.038,26.195,0.572,Medium
Q72AS4,141,0.521,100,192,0.405,68,168,10.516,12.779,0.282,Acceptable
F2Z6J5,179,0.533,105,197,0.478,96,201,10.101,20.145,0.235,Acceptable
Q7KLV9,030,0.6,27,45,0.182,6,33,6.312,30.691,0.242,Acceptable
P04807,071,0.607,68,112,0.352,37,105,5.274,8.967,0.385,Acceptable
P23687,137,0.23,68,296,0.541,80,148,9.963,10.846,0.211,Incorrect
Q72AS4,058,0.573,110,192,0.442,87,197,8.315,10.537,0.333,Acceptable
P0AG30,309,0.833,30,36,0.032,1,31,0.995,50.259,0.519,Medium
A0A140DJY3,002,0.307,86,280,0.449,70,156,10.856,21.088,0.155,Incorrect
P04807,208,0.223,25,112,0.679,53,78,7.085,6.369,0.302,Acceptable
O16025,U100-002,0.574,66,115,0.305,29,95,15.894,45.756,0.205,Incorrect
P23687,231,0.351,104,296,0.498,103,207,6.232,8.293,0.306,Acceptable
P23687,282,0.294,87,296,0.439,68,155,9.008,11.17,0.229,Incorrect
P04807,022,0.804,90,112,0.333,45,135,2.204,5.017,0.621,Medium
P0AG30,228,0.889,32,36,0.111,4,36,1.198,21.185,0.546,Medium
F2Z6J5,204,0.452,89,197,0.5,89,178,11.542,25.774,0.189,Incorrect
P04807,108,0.464,52,112,0.536,60,112,11.103,9.876,0.303,Acceptable
P0AG30,U100-002,0.944,34,36,0.081,3,37,0.354,0.768,0.961,High
P23687,199,0.534,158,296,0.358,88,246,3.923,3.818,0.498,Medium
G0WVH3,080,0.082,19,233,0.747,56,75,20.832,40.823,0.043,Incorrect
G0WVH3,007,0.09,21,233,0.632,36,57,22.717,48.205,0.042,Incorrect
P14677,063,0.324,36,111,0.2,9,45,28.441,58.365,0.116,Incorrect
O68880,034,0.919,158,172,0.141,26,184,1.676,1.859,0.773,Medium
P0AG30,144,0.917,33,36,0.083,3,36,1.088,13.044,0.623,Medium
P0AG30,243,0.861,31,36,0.061,2,33,1.055,34.949,0.529,Medium
O68880,U100-005,0.942,162,172,0.08,14,176,1.047,0.906,0.868,High
P14677,030,0.324,36,111,0.368,21,57,27.514,27.726,0.138,Incorrect
O68880,066,0.849,146,172,0.17,30,176,1.282,1.071,0.804,High
O68880,089,0.942,162,172,0.095,17,179,1.144,1.219,0.851,High
H2E7Q8,U100-006,0.776,111,143,0.218,31,142,1.255,2.503,0.762,Medium
Q72AS4,037,0.562,108,192,0.483,101,209,10.61,11.613,0.31,Acceptable
G0WVH3,077,0.082,19,233,0.568,25,44,18.915,26.613,0.06,Incorrect
E1K248,034,0.508,93,183,0.518,100,193,9.502,12.602,0.282,Acceptable
F2Z6J5,006,0.548,108,197,0.432,82,190,5.359,6.53,0.417,Acceptable
Q9I5E6,091,0.052,16,308,0.812,69,85,16.892,31.146,0.043,Incorrect
P23687,326,0.186,55,296,0.633,95,150,11.95,16.517,0.137,Incorrect
P14677,021,0.324,36,111,0.2,9,45,15.123,42.469,0.124,Incorrect
P23687,224,0.084,25,296,0.597,37,62,19.824,17.985,0.091,Incorrect
A0A3B6UEQ0,046,0.412,68,165,0.572,91,159,10.581,21.981,0.187,Incorrect
Q7KLV9,043,0.911,41,45,0.226,12,53,1.979,19.116,0.48,Acceptable
Q7KLV9,093,0.822,37,45,0.302,16,53,4.294,25.542,0.344,Acceptable
O68880,083,0.82,141,172,0.124,20,161,2.112,1.703,0.706,Medium
Q72AS4,011,0.422,81,192,0.667,162,243,11.306,14.078,0.235,Acceptable
F2Z6J5,217,0.477,94,197,0.532,107,201,9.459,15.25,0.246,Acceptable
H6SG27,U10-005,0.713,164,230,0.184,37,201,3.601,8.933,0.445,Acceptable
P14677,055,0.324,36,111,0.182,8,44,32.935,50.312,0.118,Incorrect
Q941M3,019,0.188,47,250,0.719,120,167,25.078,48.376,0.074,Incorrect
O16025,U100-001,0.583,67,115,0.337,34,101,15.901,45.606,0.208,Incorrect
Q9I5E6,072,0.354,109,308,0.528,122,231,14.524,27.051,0.151,Incorrect
O60729,009,0.679,76,112,0.283,30,106,20.161,44.648,0.24,Acceptable
Q72AS4,194,0.349,67,192,0.636,117,184,8.628,17.882,0.188,Incorrect
H6SG27,121,0.857,197,230,0.117,26,223,1.385,2.944,0.763,Medium
Q72AS4,046,0.438,84,192,0.569,111,195,8.552,8.041,0.332,Acceptable
P0AG30,242,0.833,30,36,0.091,3,33,1.101,34.825,0.513,Medium
Q7KLV9,084,0.111,5,45,0.688,11,16,12.695,59.45,0.048,Incorrect
P14677,115,0.135,15,111,0.545,18,33,17.326,22.849,0.088,Incorrect
F2Z6J5,038,0.467,92,197,0.48,85,177,12.926,30.3,0.184,Incorrect
Q9I5E6,U100-003,0.964,297,308,0.075,24,321,0.483,1.287,0.949,High
P23687,281,0.128,38,296,0.563,49,87,19.183,22.535,0.086,Incorrect
P0AG30,186,0.861,31,36,0.295,13,44,1.59,43.628,0.456,Acceptable
F2Z6J5,137,0.508,100,197,0.459,85,185,10.205,23.686,0.214,Incorrect
Q9I5E6,082,0.302,93,308,0.466,81,174,15.051,18.081,0.164,Incorrect
A0A140DJY3,014,0.261,73,280,0.371,43,116,14.912,28.035,0.118,Incorrect
Q72AS4,U10-001,0.781,150,192,0.306,66,216,6.187,13.674,0.372,Acceptable
Q7KLV9,U100-007,0.956,43,45,0.085,4,47,0.863,8.481,0.736,Medium
H6SG27,133,0.5,115,230,0.339,59,174,15.426,23.858,0.207,Incorrect
A0A3B6UEQ0,045,0.576,95,165,0.478,87,182,7.898,25.995,0.236,Acceptable
Q72AS4,135,0.385,74,192,0.619,120,194,9.329,13.993,0.227,Incorrect
Q7KLV9,013,0.8,36,45,0.345,19,55,7.735,45.929,0.29,Acceptable
Q7KLV9,042,0.089,4,45,0.922,47,51,15.938,33.294,0.053,Incorrect
O68880,037,0.872,150,172,0.143,25,175,1.791,1.705,0.749,Medium
H6SG27,247,0.152,35,230,0.693,79,114,11.992,24.246,0.092,Incorrect
P04807,099,0.661,74,112,0.383,46,120,5.027,13.027,0.347,Acceptable
G0WVH3,157,0.279,65,233,0.596,96,161,7.716,12.834,0.207,Incorrect
Q8GN86,U100-000,0.853,163,191,0.099,18,181,1.681,4.031,0.704,Medium
P04807,057,0.616,69,112,0.504,70,139,11.185,13.705,0.304,Acceptable
Q72AS4,082,0.453,87,192,0.482,81,168,8.909,7.82,0.341,Acceptable
P0AG30,044,0.278,10,36,0.5,10,20,2.505,27.291,0.21,Incorrect
P04807,155,0.17,19,112,0.83,93,112,10.369,4.597,0.321,Acceptable
P0AG30,067,0.611,22,36,0.043,1,23,1.608,48.434,0.369,Acceptable
E1K248,073,0.437,80,183,0.583,112,192,11.159,20.212,0.202,Incorrect
P23687,U100-008,0.922,273,296,0.125,39,312,0.748,0.548,0.906,High
H6SG27,015,0.717,165,230,0.175,35,200,4.64,11.252,0.392,Acceptable
P14677,064,0.27,30,111,0.423,22,52,16.91,32.307,0.114,Incorrect
G0WVH3,200,0.391,91,233,0.326,44,135,19.804,49.66,0.142,Incorrect
P23687,190,0.088,26,296,0.606,40,66,18.236,18.006,0.092,Incorrect
Q51504,022,0.083,15,180,0.754,46,61,24.336,46.283,0.04,Incorrect
H6SG27,078,0.261,60,230,0.508,62,122,17.249,25.893,0.122,Incorrect
P23687,088,0.645,191,296,0.254,65,256,2.295,2.159,0.628,Medium
P23687,172,0.139,41,296,0.518,44,85,14.192,13.216,0.147,Incorrect
H6SG27,187,0.713,164,230,0.188,38,202,3.557,9.251,0.441,Acceptable
A0A0A0V031,016,0.171,38,222,0.648,70,108,16.893,21.877,0.103,Incorrect
E1K248,255,0.552,101,183,0.474,91,192,9.525,15.464,0.269,Acceptable
P0AG30,098,0.361,13,36,0.581,18,31,6.844,24.669,0.171,Incorrect
F2Z6J5,U100-005,0.888,175,197,0.178,38,213,3.461,13.425,0.444,Acceptable
G0WVH3,098,0.133,31,233,0.64,55,86,22.071,42.07,0.059,Incorrect
P0AG30,289,0.833,30,36,0.091,3,33,1.195,64.978,0.487,Acceptable
Q7KLV9,000,0.844,38,45,0.208,10,48,1.461,4.822,0.705,Medium
P0AG30,096,0.694,25,36,0.074,2,27,1.13,21.001,0.491,Medium
G0WVH3,015,0.219,51,233,0.568,67,118,16.537,29.444,0.101,Incorrect
F2Z6J5,155,0.563,111,197,0.406,76,187,9.124,16.295,0.268,Acceptable
P14677,U100-002,0.91,101,111,0.029,3,104,0.491,1.393,0.929,High
O68880,U10-004,0.936,161,172,0.075,13,174,1.119,1.15,0.853,High
A0A3B6UEQ0,078,0.4,66,165,0.522,72,138,11.709,25.864,0.171,Incorrect
Q9I5E6,002,0.555,171,308,0.282,67,238,4.338,8.252,0.392,Acceptable
G0WVH3,U10-009,0.918,214,233,0.049,11,225,1.258,4.396,0.765,Medium
G0WVH3,086,0.077,18,233,0.6,27,45,15.956,26.818,0.059,Incorrect
Q9I5E6,019,0.662,204,308,0.284,81,285,3.531,9.108,0.427,Acceptable
Q72AS4,086,0.438,84,192,0.52,91,175,8.882,16.731,0.223,Incorrect
E1K248,U10-000,0.634,116,183,0.489,111,227,9.767,12.993,0.319,Acceptable
H6SG27,200,0.43,99,230,0.462,85,184,9.028,17.081,0.219,Incorrect
Q8GN86,U10-009,0.78,149,191,0.332,74,223,8.471,19.493,0.323,Acceptable
P23687,243,0.142,42,296,0.714,105,147,19.162,29.488,0.075,Incorrect
A0A0H2WY27,U100-001,0.946,191,202,0.077,16,207,0.457,23.145,0.66,Medium
Q72AS4,077,0.583,112,192,0.451,92,204,11.93,13.911,0.29,Acceptable
G0WVH3,142,0.112,26,233,0.701,61,87,15.058,24.96,0.075,Incorrect
P23687,021,0.226,67,296,0.507,69,136,11.241,14.506,0.166,Incorrect
F2Z6J5,143,0.553,109,197,0.438,85,194,8.888,30.437,0.218,Incorrect
P0AG30,154,0.889,32,36,0.2,8,40,1.297,21.639,0.532,Medium
P23687,345,0.182,54,296,0.62,88,142,10.802,12.082,0.177,Incorrect
O16025,U10-003,0.557,64,115,0.238,20,84,12.553,40.563,0.204,Incorrect
P23687,057,0.176,52,296,0.618,84,136,12.956,18.653,0.12,Incorrect
E1K248,023,0.448,82,183,0.654,155,237,14.847,21.545,0.198,Incorrect
P0AG30,187,0.361,13,36,0.381,8,21,9.952,31.815,0.15,Incorrect
H6SG27,093,0.678,156,230,0.268,57,213,5.583,17.549,0.312,Acceptable
Q7KLV9,070,0.133,6,45,0.75,18,24,9.389,34.199,0.072,Incorrect
H6SG27,105,0.557,128,230,0.273,48,176,7.2,16.258,0.271,Acceptable
P23687,187,0.206,61,296,0.558,77,138,8.257,11.46,0.198,Incorrect
P0AG30,216,0.917,33,36,0.083,3,36,1.066,30.413,0.551,Medium
P14677,049,0.324,36,111,0.25,12,48,17.235,24.865,0.145,Incorrect
Q9I5E6,089,0.308,95,308,0.383,59,154,13.867,16.496,0.177,Incorrect
P14677,002,0.306,34,111,0.859,207,241,15.192,20.286,0.155,Incorrect
Q941M3,015,0.272,68,250,0.489,65,133,22.753,35.915,0.11,Incorrect
H6SG27,273,0.17,39,230,0.7,91,130,10.286,19.985,0.115,Incorrect
P04807,U10-006,0.857,96,112,0.077,8,104,1.124,3.521,0.784,Medium
Q51504,U100-002,0.939,169,180,0.096,18,187,1.498,6.156,0.698,Medium
P14677,090,0.126,14,111,0.696,32,46,26.483,27.626,0.072,Incorrect
A0A0A0V031,U10-006,0.703,156,222,0.347,83,239,5.419,6.336,0.472,Acceptable
A0A0A0V031,013,0.117,26,222,0.805,107,133,19.975,29.191,0.067,Incorrect
P0AG30,252,0.806,29,36,0.033,1,30,1.027,26.017,0.528,Medium
P04807,102,0.634,71,112,0.403,48,119,4.163,4.832,0.502,Medium
Q72AS4,108,0.385,74,192,0.58,102,176,10.082,20.79,0.183,Incorrect
G0WVH3,053,0.116,27,233,0.471,24,51,12.428,21.423,0.089,Incorrect
P0AG30,137,0.722,26,36,0.278,10,36,1.896,22.283,0.411,Acceptable
