uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes
Q9UM73	7jyr	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.836	73.07692308	95.61752988	1.697	2.547			Homo sapiens	['2020-08-31']	
Q9UM73	7jys	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.825	73.07692308	93.22709163	1.481	2.51			Homo sapiens	['2020-08-31']	
Q9UM73	7jyt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.82	73.07692308	93.22709163	1.488	2.6			Homo sapiens	['2020-08-31']	
Q9UM73	7r7k	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.921	76.92307692	95.61752988	1.487	3.901			Homo sapiens	['2021-06-24']	
Q9UM73	7r7r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.827	73.07692308	95.61752988	1.555	2.546			Homo sapiens	['2021-06-25']	
Q9UM73	8arj	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.673	73.07692308	94.02390438	1.398	2.72			Homo sapiens	['2022-08-17']	
Q9Y490	6r9t	1654-2344	86-403	33.033	100	60.06289308	3.839	99.059			Homo sapiens	['2019-04-04']	
Q9Y4F1	4h6y	759-1029	540-730	1.22	73.43173432	90.05235602	1.024	1.41			Homo sapiens	['2012-09-19']	
Q9Y4X5	4kbl	408-557	339-392	3.94	91.33333333	100	1.363	1.435	Closed	Autoinhibited	Homo sapiens	['2013-04-23']	
Q9Y4X5	4kc9	408-557	339-392	2.636	93.33333333	96.2962963	1.111	1.539	Closed	Autoinhibited	Homo sapiens	['2013-04-24']	
Q9Y4X5	5udh	408-557	339-392	2.127	95.33333333	100	1.066	1.307	Closed	Autoinhibited	Homo sapiens	['2016-12-27']	
Q9Y6K1	4u7p	476-626	634-912	15.705	100	95.34050179	1.385	47.33	Closed	Autoinhibited	Homo sapiens	['2014-07-31']	
Q9Y6K1	4u7t	476-626	634-912	1.245	93.37748344	95.69892473	1.276	1.268	Open	Active	Homo sapiens	['2014-07-31']	
Q9Z0R4	3jv3	1151-1203	1230-1416	9.812	100	100	1.323	22.071	Closed	Autoinhibited	Mus musculus	['2009-09-15']	
