Gene name,IAS-range,Accession Number,Uniprot ID,Referecne (PMID/uniprot),Protein Length,Domain,Domain-range,Comments,ENST,Canonical_Source,Protein name,Gene names,Protein length,Species,Autoinhibitory regions,References,Description (Refer to H and I),Evidence,Structure?,PDB,Number of PDBs
,,,Q09427,,,,,,,,Histone acetyltransferase p300,EP300,,Homo sapiens (Human),,34326347,Functions as histone acetyltransferase and regulates transcription via chromatin remodeling,Experimentally validated,Yes,3BIY 5TWV 5YWB 6BAA 6PZ9 6PZA 6PZB 6PZC 6PZI,9
DGCR8,276-498,ENSG00000128191,Q8WYQ5,UniProt,773,DRBM,"511-578,620-685",Uniprot,ENST00000351989,Uniprot,,,,,,,,,, 1X47 2YT4 3LE4 5B16 6LXD 6LXE 6V5B 6V5C 7CNC,9
APBA1,626-641,"ENSG00000276497,ENSG00000107282",Q02410,"22355143,UniProt",837,PTB,453-622,,ENST00000265381,Uniprot,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),APBA1 MINT1 X11,837,Homo sapiens (Human),626-641(Autoinhibitory helix),22355143,"Mints bind to the amyloid precursor protein (APP) and regulate APP processing associated with Alzheimer’s disease. Mint1 phosphotyrosine binding (PTB) domain that binds to APP is intramolecularly inhibited by the adjacent C-terminal linker region that folds back onto the core structure of the PTB domain and sterically hinders the APP binding site. This intramolecular interaction is disrupted by mutation of Tyr633 within Mint1 autoinhibitory helix leading the enhanced APP binding and ?-amyloid production, in result, Mint1 undergoes a conformational switch between a closed state that does not bind APP and an open state involved in APP binding and processing events",Experimentally validated,, 1AQC 1U37 1U38 1U39 1U3B 1X11 1X45 1Y7N,8
ERG,"272-289,378-388",ENSG00000157554,P11308,23898196,486,ETS,290-377,23898196,ENST00000398919,Uniprot,Transcriptional regulator ERG (Transforming protein ERG),ERG,479,Homo sapiens (Human),339-372(PF/PN motif),10611245,"Esx1 is an X-linked gene that is chromosomally imprinted and is expressed specifically in extraembryonic tissues during development, as well as in the adult testis. Esx1 homeobox gene plays a role in mouse development. The autoinhibitory region containing PF/PN motif inhibits the translocation and DNA binding of Esx1.",Experimentally validated,, 1SXE 4IRG 4IRH 4IRI 5YBC 5YBD 6VGE 6VGG,8
NTRK2,298-377,ENSG00000148053,Q16620,27135163,822,Kinase,538-807,Uniprot,ENST00000323115,Uniprot,BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B),NTRK2 TRKB,822,Homo sapiens (Human),1-40(N-terminal disordered autoinhibitory region),19368890,"The unphosphorylated form of OdhI inhibits the activity of 2-oxoglutarate dehydrogenase, a key enzyme of the TCA cycle. The N-terminal disordered region (1-40) contains two phosphorylation sites at 14 and 15. Phosphorylation of the residues induces extensive conformational change of OdhI, which results in the release of autoinhibition.",Experimentally validated,, 1HCF 1WWB 2MFQ 4ASZ 4AT3 4AT4 4AT5 5MO9,8
PKN1,455-511,ENSG00000123143,Q16512,10467162,942,Kinase,615-874,Uniprot,ENST00000242783,Uniprot,Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N),PKN1 PAK1 PKN PRK1 PRKCL1,942,Homo sapiens (Human),455-511(cDNA fragment),10467162,"Serine/threonine-protein kinase N1 (PKN1) is a PKC-related serine/threonine protein kinase involved in specific signal transduction responses such as regulation of the intermediate filaments of the actin cytoskeleton, cell migration, tumor cell invasion and transcription regulation in cells. Its kinase activity is enhanced by fatty acids such as arachidonic acid and small GTP-binding protein Rho in a GTP-dependent manner. The residues 455-511 of PKN selectively inhibits the kinase activity of the catalytic fragment of PKN1 in a concentration-dependent manner. Arachidonic acid relieves the catalytic activity of wild-type PKN from autoinhibition by residues 455-511 of PKN.",Experimentally validated,, 1CXZ 1URF 2RMK 4NKG 4OTD 4OTG 4OTH 4OTI,8
PTK6,"75-174,447-451",ENSG00000101213,Q13882,15056653,451,Kinase,191-445,Uniprot,ENST00000542869,Uniprot,Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK),PTK6 BRK,451,Homo sapiens (Human),75-174(SH2 domain),15056653,"Protein-tyrosine kinase 6 (breast tumor kinase, BRK) In normal or non-tumorigenic tissues, PTK6 promotes cellular differentiation and apoptosis. In tumors PTK6 contributes to cancer progression by sensitizing cells to mitogenic signals and enhancing proliferation, anchorage-independent survival and migration/invasion. Mutation at SH2 domain of PTK6 resulted in higher catalytic activity. The site play an important role in its negative regulation of the enzyme activity.  Tyr(P) peptide derived from the C-terminal region of PTK6 including Tyr(P)-447 successfully bound to the SH2 domain, supporting the autoinhibitory role of PTK6 protein.",Experimentally validated,, 1RJA 2KGT 5D7V 5DA3 5H2U 6CZ2 6CZ3 6CZ4,8
FLT3,565-604,ENSG00000122025,P36888,15173825,993,Kinase,610-943,Uniprot,ENST00000241453,Uniprot,Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase-2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Stem cell tyrosine kinase 1) (STK-1) (CD antigen CD135),FLT3 CD135 FLK2 STK1,993,Homo sapiens (Human),799-839(Juxtamembrane domain),"18680722, 33304904, 11080633, 19658168, 15173825","FLT4 is a tyrosine-protein kinase that acts as a cell-surface receptor for VEGFC and VEGFD, and plays an essential role in adult lymphangiogenesis and in the development of the vascular network and the cardiovascular system during embryonic development. The conserved juxtamembrane region (between the transmembrane helix and the cytoplasmic kinase domain) negatively regulates catalytic activity in various receptor tyrosine kinases, and this autoinhibition is relieved through ligand-stimulated Tyr phosphorylation. The conserved juxtamembrane region may autoinhibit the kinase domain of FLT4 as well. ",Annotated by sequence similarity,, 1RJB 3QS7 3QS9 4RT7 4XUF 5X02 6IL3 6JQR,8
NLRP1,809-973,ENSG00000091592,Q9C000,Uniprot,1473,NACHT,328-637,Uniprot,ENST00000572272,Uniprot,"NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]",NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1,1473,Homo sapiens (Human),634-743(Leucine-rich repeat),24935976,Nlrp1a is a potential sensor component of the NLRP1 inflammasome and plays a crucial role in innate immunity and inflammation. The leucine-rich repeat domain in a mouse homolog NRLP1a (Q2LKW6) interacts with NACHT domain within the same protein and is involved in autoinhibition.,Annotated by sequence similarity,, 1PN5 3KAT 4IFP 4IM6 5Y3S 6K7V 6X6C 6XKK,8
PDGFRB,525-567,ENSG00000113721,P09619,15173825,1106,Kinase,600-962,Uniprot,ENST00000261799,Uniprot,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),PDGFRB PDGFR PDGFR1,1106,Homo sapiens (Human),462-553(PH domain),20978239,"3-Phosphoinositide-dependent protein kinase-1 (PDPK1) plays a central role in activating the protein kinase A, G, and C subfamily. In particular, PDK1 plays an important role in regulating the Akt survival pathway. Human PDPK1 (O15530) forms a homodimer via its PH domain, which is an autoinhibited conformation. The ATP-binding site is buried in the structure and the PIF pocket in the kinase domain of one monomer is not accessible because of its occupancy by the ?G helix of the other monomer. Thus, though the PH domain in PDPK1 does not mediate intramolecular interactions, it mediates the homodimerization by PH-PH interaction and results in autoinhibition. Deletion of the PH domain increases the interaction between PDPK1 and PKB.",Annotated by sequence similarity,, 1GQ5 1H9O 1SHA 2IUI 2L6W 2PLD 2PLE 3MJG,8
,,,Q7ZUW7,,,,,,,,Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4),mdm4 mdmx,496,Danio rerio (Zebrafish) (Brachydanio rerio),279-367(Linker);368-399(Transcription repressor domain),21556048,"MEF2 factors regulate transcription during cardiac and skeletal myogenesis. Phosphorylation by p38 at Thr 293 and Thr 300 within a linker region, and Ser 387 within transcription repressor domain enhances MEF2C activity allosterically, which implicates potential mechanism of autoinhibition.",Experimentally validated,, 2Z5S 2Z5T 3DAC 4N5T 6V4E 6V4F 6V4G 6V4H,8
,,,P06782,,,,,,,,Carbon catabolite-derepressing protein kinase (EC 2.7.11.1) (Sucrose nonfermentating protein 1),SNF1 CAT1 CCR1 GLC2 PAS14 YDR477W D8035.20,633,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),316-398(Autoinhibitory region),"9121458, 8985180, 19474788, 17851534","SNF1 protein kinase family is widely conserved in eukaryotes and they are involved in cellular responses to nutritional and environmental stresses. SNF1 contains a kinase domain and a regulatory domain that regulates the activity of the kinase domain. The regulatory domain is a binding site of other proteins regulating SNF1, such as SNF4 and SIP2.",Experimentally validated,, 2FH9 2QLV 3DAE 3HYH 3MN3 3T4N 3TDH 3TE5,8
,,,P54762,,,,,,,,Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2),EPHB1 ELK EPHT2 HEK6 NET,984,Homo sapiens (Human),593-619(Juxtamembrane domain),"15173825, 11572780","Annotation was made based on sequence similarity with EPHB2(P29323, Homo sapiens). Ephrin type-B receptor 2 is a membrane-associated protein that mediates axon guidance, cell migration and morphogenesis. The Eph receptor tyrosine kinase family is regulated by autophosphorylation within the juxtamembrane region and the kinase activation segment. The structure, supported by mutagenesis data, reveals that the juxtamembrane segment adopts a helical conformation that distorts the small lobe of the kinase domain, and blocks the activation segment from attaining an activated conformation. Phosphorylation of the conserved juxtamembrane tyrosines would relieve this autoinhibition by disturbing the association of the juxtamembrane segment with the kinase domain, while liberating phosphotyrosine sites for binding SH2 domains of target proteins.",Annotated by sequence similarity,, 2DJS 2EAO 3ZFX 5MJA 5MJB 6UMW 7KPL 7KPM,8
,,,Q3TBT3,,,,,,,,Stimulator of interferon genes protein (mSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (MMITA) (Transmembrane protein 173),Sting1 Eris Mita Mpys Sting Tmem173,378,Mus musculus (Mouse),339-378(C-terminal regulatory region),22705373,"Stimulator of interferon genes (STING) plays a role as a sensor to directly bind cyclic diguanylate monophosphate (c-di-GMP), the abacterial second message, facilitates innate immune signalling and promotes the production of type I interferon for the first line of defence immune. In human STRING1 (Q86WV6), the autoinhibitory conformation of cytosolic c-di-GMP binding domain (CBD) is formed via the intramolecular interaction with the C-terminal tail (CTT), which hinders the binding of c-di-GMP on STING.",Annotated by sequence similarity,, 4JC5 4KBY 4KC0 4LOJ 4LOK 4LOL 4YP1 6XNN,8
,,,Q12756,,,,,,,,Kinesin-like protein KIF1A,KIF1A,,Homo sapiens (Human),,34843479,Motor for anterograde axonal transport of synaptic vesicle precursors. Also required for neuronal dense core vesicles (DCVs) transport to the dendritic spines and axons. ,Experimentally validated,Yes,4EGX 4EJQ 4EGX 4EJQ 4UXO 4UXP 4UXR 4UXS,8
ACAP1,525-568,ENSG00000072818,Q15027,27135163,740,Arf-GAP,405-524,"Uniprot,unclear",ENST00000158762,Uniprot,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)",ACAP1 CENTB1 KIAA0050,740,Homo sapiens (Human),525-568(Linker region),22645133,"ACAP1 (ArfGAP with coiled-coil, ankyrin repeat, and PH domains protein 1) is an ARF6 GAP that acts as a key component of a defined clathrin complex for endocytic recycling. A flexible linker region between the GAP and ANK domains acts to obstruct cargo binding, with a key residue within this region (Ser-554) regulating this obstruction. The excision of the linker region results in promoting cargo binding and integrin recycling.",Experimentally validated,, 3JUE 3T9K 4CKG 4CKH 4F1P 4NSW 5H3D,7
SMURF2,10-140,ENSG00000108854,Q9HAU4,17719543,748,HECT,414-748,Uniprot,ENST00000262435,Uniprot,E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2),SMURF2,748,Homo sapiens (Human),10-140(C2 phospholipid binding domain),"17719543, 21402695, 16061177","Ubiquitination of proteins is an abundant modification that controls numerous cellular processes. The C2-WW-HECT-domain E3 Smurf2 downregulates transforming growth factor-? (TGF-?) signaling by targeting itself, the adaptor protein Smad7, and TGF-b receptor kinases for degradation. The intramolecular interaction between C2  phospholipid binding domain and HECT domain inhibits the catalytic activity of the HECT domain by obstructing accessibility of the catalytic cysteine of the HECT domain and thus blocking Smurf2-Ub thioester formation.",Experimentally validated,, 1ZVD 2DJY 2JQZ 2KXQ 2LTZ 6FX4 7M3Q,7
STK4,282-431,ENSG00000101109,Q13043,27135163,487,Kinase,30-281,Uniprot,ENST00000372806,Uniprot,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],STK4 KRS2 MST1,487,Homo sapiens (Human),331-394(Inhibitory domain); 433-480(SARAH domain),"21102585, 22042863, 8702870","The Mst1/2 kinases are cytosolic Ste20-related kinases activated by autophosphorylation. Designated class II GC kinases, Mst1 and Mst2, share 76% sequence identity and contain an N-terminal catalytic domain, followed successively by an autoinhibitory segment and a coiled-coil SARAH domain that mediates hetero- and homo-dimerisation. Mst1 and Mst2 also become activated in cells undergoing apoptosis from a variety of stimuli. The activation mechanism is unclear, however, once activated, both kinases undergo cleavage by caspase3 at sites just carboxyterminal to their catalytic domains . The resultant catalytic polypeptides display an altered substrate specificity and lacks their autoinhibitory domain. The caspase-cleaved catalytic fragments are highly and constitutively active with unrestricted nuclear access.",Experimentally validated,, 2JO8 3COM 4NR2 4OH8 5TWG 5TWH 6YAT,7
NEK7,182-199,ENSG00000151414,Q8TDX7,19941817,302,Kinase,"34-181,200-299",Uniprot,ENST00000367385,Uniprot,Serine/threonine-protein kinase Nek7 (EC 2.7.11.1) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7),NEK7,302,Homo sapiens (Human),114-119(Tyrosine motif),19941817,"Nek9 is a NIMA-related kinase essential for proper mitotic spindle assembly. A human homolog Nek7 (Q8TDX7) is subject to autoinhibition by a tyrosine motif, Tyr97, like human Nek6 (Tyr108). This is because the Y97A mutation is more active than wild-type Nek7. A similar tyrosine motif is also found in mouse Nek9.",Annotated by sequence similarity,, 2WQM 2WQN 5DE2 6NPY 6S73 6S75 6S76,7
,,,Q96B97,,,,,,,,SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1),SH3KBP1 CIN85,665,Homo sapiens (Human),337-346(Proline rich motif P1),21446695,"The human CIN85 (Cbl-interacting protein of 85 kDa) is a multifunction adapter or scaffolding protein consisting of three SH3 domains in the N-terminal half of the protein connected by unstructured linkers followed by a proline rich region, a serine rich region, and a coiled coil domain at the C-terminus and plays important roles in both receptor tyrosine kinase downregulation and phosphatidylinositol 3 kinase inhibition. Prevention of the intramolecular interaction of domain C with the proline-rich motif P1 results in the complex formation of CIN85 with specific targets such as Cbl or p85 proteins.",Inferred by structure analysis without experimental evidences,, 2BZ8 2K6D 2K9G 2N64 2O2O 2YDL 5ABS,7
